compare_to,delta_r2,delta_multiple_r,mae_improve_pct,rmse_improve_pct
charge_only,0.41200651616043527,0.322477173644819,0.3352885199313368,0.3171691131719494
discharge_only,0.03783497465595409,0.02400541338952844,0.035964769698563416,0.04874960552612449
