n_samples,n_features,multiple_r,r2_in_sample,mae_in_sample,rmse_in_sample,combo_name
139474,12,0.47757642061471417,0.2280792375271624,0.0351175778308179,0.0475846509591497,charge_only
139474,16,0.7760481808700047,0.6022507790316436,0.024213904640238596,0.034157430685545734,discharge_only
139474,28,0.8000535942595332,0.6400857536875977,0.02334305713634944,0.03249226941383944,charge_plus_discharge
