trial_id,hidden_size,learning_rate,num_layers,dropout,best_epoch,best_valid_loss,valid_retention_mse,valid_retention_rmse,valid_retention_mae,valid_retention_r2,valid_q_mse,valid_q_rmse,valid_q_mae,valid_q_r2,train_samples,valid_samples,checkpoint_path
1,64,0.001,1,0.1,2,0.0047930553555488,0.0047930553555488,0.0692318955074094,0.0481067672371864,-1.0480430126190186,0.0055818241089582,0.0747116062533676,0.05177628621459,-0.7872989177703857,512,256,C:\Users\pal\projects\batt_soh\outputs\analysis\lstm_dqdv_retention_grid_smoke_v2\checkpoints\trial_001\best.pt
