cross_bin,cross_label,soc_bin,rate_bin,temp_bin,cap_effect_per_1pp,cap_ci_low,cap_ci_high,cap_p_value,cap_q_value,cap_n_rows,cap_n_groups,cap_support_width_1_99,ir_effect_per_1pp,ir_ci_low,ir_ci_high,ir_p_value,ir_q_value,ir_n_rows,ir_n_groups,ir_support_width_1_99,risk_category,max_abs_effect_per_1pp
12,s1_r3_t2,1,3,2,-0.0032611484113394037,-0.005319883112067931,-0.0028395263079849095,0.0,0.0,98893,173,0.05441289395093918,-0.001959737370726692,-0.005977428133970766,-0.0011412790827686878,0.0,0.0,98893,173,0.05441289395093918,uncertain,0.0032611484113394037
15,s1_r3_t5,1,3,5,-0.002930405331667855,-0.0035973892162680862,-0.0021721131442582805,0.0,0.0,98893,173,0.052525561302900314,-0.0020941498664334268,-0.003933805628339725,-0.0013828032052844966,0.0,0.0,98893,173,0.052525561302900314,uncertain,0.002930405331667855
11,s1_r3_t1,1,3,1,-0.001699242833035658,-0.002185490071005125,0.0005272284532749633,0.4,0.5116279069767442,98893,173,0.04982395097613335,-0.002645940096896444,-0.00360517923451527,0.001951798160787777,0.4,0.5,98893,173,0.04982395097613335,uncertain,0.002645940096896444
30,s2_r2_t5,2,2,5,-0.001725707087693538,-0.0018941225533912764,-0.00124791270034813,0.0,0.0,98893,173,0.1710815131664276,-0.0022252623840891394,-0.0025774572321110626,-0.0017180226009338648,0.0,0.0,98893,173,0.1710815131664276,uncertain,0.0022252623840891394
14,s1_r3_t4,1,3,4,-0.0017329653622558346,-0.00222112541294783,-0.0011190927643113233,0.0,0.0,98893,173,0.04990418255329132,-0.001678812352926504,-0.0018861320984313705,-0.0002778294355370702,0.0,0.0,98893,173,0.04990418255329132,uncertain,0.0017329653622558346
20,s1_r4_t5,1,4,5,-0.0008668881987840627,-0.0018222565369997105,0.00042035402522706643,0.8,0.8,98893,173,0.060530852526426315,-0.0016154906382540941,-0.0020302490731699025,-0.0006467385066364453,0.0,0.0,98893,173,0.060530852526426315,uncertain,0.0016154906382540941
21,s2_r1_t1,2,1,1,0.0006739438171111488,-0.00012894817189385656,0.0033852284457795007,0.4,0.5116279069767442,98893,173,0.003321596886962652,-0.0009900205521279955,-0.0024963181900946796,0.0034677336462394025,0.4,0.5,98893,173,0.003321596886962652,uncertain,0.0009900205521279955
19,s1_r4_t4,1,4,4,-0.00015753541440264744,-0.0017697364291138621,0.00044461719784982785,0.4,0.5116279069767442,98893,173,0.05197099968791008,-0.0009805920713688093,-0.0033122133407755294,0.00013995440883793028,0.4,0.5,98893,173,0.05197099968791008,uncertain,0.0009805920713688093
24,s2_r1_t4,2,1,4,-5.040223453892697e-05,-0.0012870723541429634,0.0008343576317753872,0.8,0.8,98893,173,0.001995268277823925,-0.0008763702362431821,-0.003097426624540339,0.00075010283445329,0.8,0.8,98893,173,0.001995268277823925,uncertain,0.0008763702362431821
32,s2_r3_t2,2,3,2,-0.000673492815966381,-0.000655091031826932,-0.00028042431802509783,0.0,0.0,98893,173,0.25618693232536316,-0.0008187187263154695,-0.0008213430597401233,-0.00042983668939793686,0.0,0.0,98893,173,0.25618693232536316,uncertain,0.0008187187263154695
