direction,direction_label,effect_per_1pp,ci_low,ci_high,bootstrap_success,n_rows,n_clusters,support_shift_share,weight_p95,weight_p99,weight_max,ess,treatment_std,gps_sigma,clip_threshold
dir_rel_1_to_y_cap_drop_h,IR变化(+1pp) -> 容量衰减,0.002613795405133536,0.0024463710514167174,0.003536109562769659,5,98893,173,0.9999898880608334,1.1965927702107344,14.533334363348578,14.535072430045998,11048.824715878509,0.00656321304965874,0.006510931685968042,14.535072430045998
dq_rel_1_to_y_ir_rise_h,容量变化(+1pp) -> 阻抗上升,0.028035479109052696,0.02586594407497069,0.02895442285962649,5,98893,173,0.9999898880608334,0.4481048048230113,0.5657677483065539,0.5657751330267529,97544.07707344585,0.007093213644348362,0.007090378696115873,0.5657751330267529
