monotonic_violation_count,monotonic_violation_rate,max_positive_jump,mean_positive_jump,total_positive_jump,curve_has_violation,series,method,block_id,policy,cell_code,input_start_cycle,input_end_cycle
23,0.46938775510204084,0.006384074687957653,0.002558443857275931,0.05884420871734641,1,direct_retention,direct_retention,633,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1051,1150
23,0.46938775510204084,0.006349086761474387,0.0023699713789898415,0.05450934171676636,1,direct_retention,direct_retention,634,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1201,1300
24,0.4897959183673469,0.0037882328033446155,0.0017823502421379135,0.042776405811309925,1,direct_retention,direct_retention,635,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1351,1450
29,0.5918367346938775,0.012172937393188588,0.0023810329108402877,0.06904995441436834,1,direct_retention,direct_retention,636,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1501,1600
27,0.5510204081632653,0.012468099594116211,0.002914331577442294,0.07868695259094194,1,direct_retention,direct_retention,637,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1651,1750
26,0.5306122448979592,0.007868766784667969,0.0024046095517965293,0.06251984834670976,1,direct_retention,direct_retention,638,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1801,1900
25,0.5102040816326531,0.008949756622314453,0.0025012803077697574,0.06253200769424394,1,direct_retention,direct_retention,639,4_8C_80PER_4_8C_NEWSTRUCTURE,737297,1951,2050
22,0.4489795918367347,0.0022976994514466442,0.0007986480539495446,0.01757025718688998,1,direct_retention,direct_retention,640,5C_67PER_4C_NEWSTRUCTURE,737329,1,100
25,0.5102040816326531,0.002662539482116588,0.0007921981811523216,0.01980495452880804,1,direct_retention,direct_retention,641,5C_67PER_4C_NEWSTRUCTURE,737329,151,250
24,0.4897959183673469,0.0031108856201171875,0.0010394230484962695,0.024946153163910467,1,direct_retention,direct_retention,642,5C_67PER_4C_NEWSTRUCTURE,737329,301,400
26,0.5306122448979592,0.00315171480178833,0.0010315523697779815,0.026820361614227517,1,direct_retention,direct_retention,643,5C_67PER_4C_NEWSTRUCTURE,737329,451,550
21,0.42857142857142855,0.004582524299621582,0.0021050685927981477,0.0442064404487611,1,direct_retention,direct_retention,644,5C_67PER_4C_NEWSTRUCTURE,737329,601,700
20,0.40816326530612246,0.0038213133811949573,0.0018577665090561192,0.03715533018112238,1,direct_retention,direct_retention,645,5C_67PER_4C_NEWSTRUCTURE,737329,751,850
23,0.46938775510204084,0.005759775638580322,0.0012806990872258773,0.02945607900619518,1,direct_retention,direct_retention,646,5_2C_50PER_4_25C,739473,1,100
22,0.4489795918367347,0.003026127815246582,0.001013934612274175,0.02230656147003185,1,direct_retention,direct_retention,647,5_2C_50PER_4_25C,739473,151,250
13,0.2653061224489796,0.005808830261230469,0.002221359656407257,0.028877675533294345,1,direct_retention,direct_retention,648,5_2C_50PER_4_25C,739473,301,400
22,0.4489795918367347,0.003273308277130238,0.0009644654664126663,0.021218240261078658,1,direct_retention,direct_retention,649,5_2C_58PER_4C,739494,1,100
23,0.46938775510204084,0.003692805767059326,0.0013651951499607348,0.0313994884490969,1,direct_retention,direct_retention,650,5_2C_58PER_4C,739494,151,250
22,0.4489795918367347,0.012216925621032826,0.003729877146807589,0.08205729722976696,1,direct_retention,direct_retention,651,5_2C_58PER_4C,739494,301,400
24,0.4897959183673469,0.0012987852096557617,0.0006254340211550349,0.015010416507720836,1,direct_retention,direct_retention,652,5_2C_58PER_4C_NEWSTRUCTURE,739489,1,100
24,0.4897959183673469,0.0015643835067747913,0.0006263256072997955,0.01503181457519509,1,direct_retention,direct_retention,653,5_2C_58PER_4C_NEWSTRUCTURE,739489,151,250
25,0.5102040816326531,0.0040326714515686035,0.0012063956260681063,0.03015989065170266,1,direct_retention,direct_retention,654,5_2C_58PER_4C_NEWSTRUCTURE,739489,301,400
23,0.46938775510204084,0.003910005092620961,0.0017370892607647247,0.03995305299758867,1,direct_retention,direct_retention,655,5_2C_58PER_4C_NEWSTRUCTURE,739489,451,550
23,0.46938775510204084,0.0060752034187318005,0.0021124171174090696,0.0485855937004086,1,direct_retention,direct_retention,656,5_2C_58PER_4C_NEWSTRUCTURE,739489,601,700
15,0.30612244897959184,0.003937900066375732,0.001723166306813558,0.02584749460220337,1,direct_retention,direct_retention,657,5_2C_58PER_4C_NEWSTRUCTURE,739489,751,850
19,0.3877551020408163,0.003469109535217063,0.0010829442425777513,0.020575940608977272,1,direct_retention,direct_retention,658,5_3C_54PER_4C_NEWSTRUCTURE,737378,1,100
24,0.4897959183673469,0.0017805695533752441,0.0005450397729873611,0.013080954551696666,1,direct_retention,direct_retention,659,5_3C_54PER_4C_NEWSTRUCTURE,737378,151,250
26,0.5306122448979592,0.0034940242767333984,0.0009193489184746076,0.0239030718803398,1,direct_retention,direct_retention,660,5_3C_54PER_4C_NEWSTRUCTURE,737378,301,400
25,0.5102040816326531,0.003895103931427224,0.0017701435089111284,0.04425358772277821,1,direct_retention,direct_retention,661,5_3C_54PER_4C_NEWSTRUCTURE,737378,451,550
23,0.46938775510204084,0.006096005439758412,0.0017494896183843246,0.040238261222839466,1,direct_retention,direct_retention,662,5_3C_54PER_4C_NEWSTRUCTURE,737378,601,700
21,0.42857142857142855,0.0037494301795960583,0.0011637210845947214,0.024438142776489147,1,direct_retention,direct_retention,663,5_3C_54PER_4C_NEWSTRUCTURE,737378,751,850
26,0.5306122448979592,0.006304800510406494,0.0019235886060274565,0.05001330375671387,1,direct_retention,direct_retention,664,5_3C_54PER_4C_NEWSTRUCTURE,737378,901,1000
23,0.46938775510204084,0.006136476993560791,0.0019338649252186699,0.04447889328002941,1,direct_retention,direct_retention,665,5_3C_54PER_4C_NEWSTRUCTURE,737378,1051,1150
22,0.4489795918367347,0.0010895729064941406,0.000518500804901123,0.011407017707824707,1,direct_retention,direct_retention,666,5_3C_54PER_4C_NEWSTRUCTURE,737380,1,100
24,0.4897959183673469,0.002330005168914795,0.0008669172724088218,0.020806014537811723,1,direct_retention,direct_retention,667,5_3C_54PER_4C_NEWSTRUCTURE,737380,151,250
21,0.42857142857142855,0.0020888447761535645,0.0008645426659357192,0.018155395984650102,1,direct_retention,direct_retention,668,5_3C_54PER_4C_NEWSTRUCTURE,737380,301,400
24,0.4897959183673469,0.004169166088104359,0.0012035866578420003,0.028886079788208008,1,direct_retention,direct_retention,669,5_3C_54PER_4C_NEWSTRUCTURE,737380,451,550
27,0.5510204081632653,0.00539851188659668,0.0017058959713688686,0.04605919122695945,1,direct_retention,direct_retention,670,5_3C_54PER_4C_NEWSTRUCTURE,737380,601,700
20,0.40816326530612246,0.007640540599822776,0.0025705248117446735,0.051410496234893466,1,direct_retention,direct_retention,671,5_3C_54PER_4C_NEWSTRUCTURE,737380,751,850
21,0.42857142857142855,0.001673579216003196,0.0006841932024274501,0.014368057250976451,1,direct_retention,direct_retention,672,5_4C-40PER_3_6C,460468,2,101
22,0.4489795918367347,0.002883017063140869,0.0006698071956634521,0.014735758304595947,1,direct_retention,direct_retention,673,5_4C-40PER_3_6C,460468,152,251
18,0.3673469387755102,0.00236666202545166,0.0009281370374891802,0.016706466674805243,1,direct_retention,direct_retention,674,5_4C-40PER_3_6C,460468,302,401
22,0.4489795918367347,0.003851950168609619,0.000991566614671187,0.021814465522766113,1,direct_retention,direct_retention,675,5_4C-40PER_3_6C,460468,452,551
20,0.40816326530612246,0.0034480690956116833,0.0015341818332672396,0.030683636665344793,1,direct_retention,direct_retention,676,5_4C-40PER_3_6C,460468,602,701
19,0.3877551020408163,0.0065958499908447266,0.0022318174964503002,0.04240453243255571,1,direct_retention,direct_retention,677,5_4C-40PER_3_6C,460468,752,851
18,0.3673469387755102,0.009012222290039062,0.0035484565628899466,0.06387221813201904,1,direct_retention,direct_retention,678,5_4C-40PER_3_6C,460468,902,1001
24,0.4897959183673469,0.0020977258682252087,0.0007445166508356823,0.017868399620056374,1,direct_retention,direct_retention,679,5_4C-50PER_3C,463980,2,101
24,0.4897959183673469,0.0017564892768859863,0.0006768380602200826,0.016244113445281982,1,direct_retention,direct_retention,680,5_4C-50PER_3C,463980,152,251
25,0.5102040816326531,0.002953469753265381,0.0010391640663146929,0.02597910165786732,1,direct_retention,direct_retention,681,5_4C-50PER_3C,463980,302,401
21,0.42857142857142855,0.0046675801277161755,0.0019609842981610872,0.041180670261382835,1,direct_retention,direct_retention,682,5_4C-50PER_3C,463980,452,551
21,0.42857142857142855,0.00547903776168801,0.0020325865064348544,0.04268431663513195,1,direct_retention,direct_retention,683,5_4C-50PER_3C,463980,602,701
18,0.3673469387755102,0.006898641586303822,0.0026172035270267003,0.0471096634864806,1,direct_retention,direct_retention,684,5_4C-50PER_3C,463980,752,851
25,0.5102040816326531,0.0016148090362548828,0.0005348753929138405,0.013371884822846014,1,direct_retention,direct_retention,685,5_4C-50PER_3_6C,460472,2,101
20,0.40816326530612246,0.0009766817092895508,0.0003930211067199818,0.007860422134399636,1,direct_retention,direct_retention,686,5_4C-50PER_3_6C,460472,152,251
22,0.4489795918367347,0.0022161006927489124,0.0009327828884124857,0.020521223545074685,1,direct_retention,direct_retention,687,5_4C-50PER_3_6C,460472,302,401
22,0.4489795918367347,0.002631545066833385,0.0012008385224775936,0.026418447494507058,1,direct_retention,direct_retention,688,5_4C-50PER_3_6C,460472,452,551
21,0.42857142857142855,0.005658626556396484,0.0026362140973409174,0.05536049604415927,1,direct_retention,direct_retention,689,5_4C-50PER_3_6C,460472,602,701
16,0.32653061224489793,0.011419177055358776,0.0037119276821613173,0.05939084291458108,1,direct_retention,direct_retention,690,5_4C-50PER_3_6C,460472,752,851
28,0.5714285714285714,0.0018225312232970081,0.0004919597080775788,0.013774871826172208,1,direct_retention,direct_retention,691,5_4C-60PER_3C,463838,2,101
24,0.4897959183673469,0.0027056336402891956,0.0010668362180391948,0.025604069232940674,1,direct_retention,direct_retention,692,5_4C-60PER_3C,463838,152,251
19,0.3877551020408163,0.004025578498840443,0.0016120452629892683,0.0306288599967961,1,direct_retention,direct_retention,693,5_4C-60PER_3C,463838,302,401
23,0.46938775510204084,0.003963768482208363,0.001179596652155371,0.02713072299957353,1,direct_retention,direct_retention,694,5_4C-60PER_3C,463838,452,551
24,0.4897959183673469,0.007631421089172474,0.0028481880823771157,0.06835651397705078,1,direct_retention,direct_retention,695,5_4C-60PER_3C,463838,602,701
23,0.46938775510204084,0.002133011817931907,0.0007121226061944942,0.016378819942473366,1,direct_retention,direct_retention,696,5_4C-60PER_3_6C,460653,2,101
22,0.4489795918367347,0.0015690922737120472,0.0007046190175143256,0.015501618385315163,1,direct_retention,direct_retention,697,5_4C-60PER_3_6C,460653,152,251
22,0.4489795918367347,0.006333410739898571,0.0022059272636066633,0.04853039979934659,1,direct_retention,direct_retention,698,5_4C-60PER_3_6C,460653,302,401
18,0.3673469387755102,0.0024380087852475807,0.0012190242608387956,0.021942436695098322,1,direct_retention,direct_retention,699,5_4C-60PER_3_6C,460653,452,551
22,0.4489795918367347,0.005237877368927224,0.002007170156999083,0.044157743453979825,1,direct_retention,direct_retention,700,5_4C-60PER_3_6C,460653,602,701
22,0.4489795918367347,0.0016604065895079456,0.000707312063737349,0.01556086540222168,1,direct_retention,direct_retention,701,5_4C-70PER_3C,464881,2,101
25,0.5102040816326531,0.002240419387817272,0.0009901738166809037,0.024754345417022594,1,direct_retention,direct_retention,702,5_4C-70PER_3C,464881,152,251
21,0.42857142857142855,0.005426108837127797,0.0019739979789370637,0.041453957557678334,1,direct_retention,direct_retention,703,5_4C-70PER_3C,464881,302,401
22,0.4489795918367347,0.0059517621994017444,0.002326537262309676,0.05118381977081288,1,direct_retention,direct_retention,704,5_4C-70PER_3C,464881,452,551
20,0.40816326530612246,0.003854811191558838,0.0019180893898010309,0.03836178779602062,1,direct_retention,direct_retention,705,5_4C-70PER_3C,464881,602,701
21,0.42857142857142855,0.0017929673194884144,0.0006961453528631354,0.014619052410125843,1,direct_retention,direct_retention,706,5_4C-80PER_5_4C,463871,2,101
23,0.46938775510204084,0.0065996646881103516,0.002331466778464944,0.053623735904693715,1,direct_retention,direct_retention,707,5_4C-80PER_5_4C,463871,152,251
20,0.40816326530612246,0.0076770782470704235,0.0033685177564621027,0.06737035512924205,1,direct_retention,direct_retention,708,5_4C-80PER_5_4C,463871,302,401
24,0.4897959183673469,0.002501845359802024,0.0011005674799283206,0.026413619518279696,1,direct_retention,direct_retention,709,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,1,100
25,0.5102040816326531,0.0036107897758483887,0.0007887530326843217,0.019718825817108043,1,direct_retention,direct_retention,710,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,151,250
22,0.4489795918367347,0.004246890544891357,0.0013971978967839667,0.03073835372924727,1,direct_retention,direct_retention,711,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,301,400
24,0.4897959183673469,0.005778789520263783,0.0012667973836263207,0.030403137207031694,1,direct_retention,direct_retention,712,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,451,550
23,0.46938775510204084,0.004298985004425271,0.0020153703896895457,0.04635351896285955,1,direct_retention,direct_retention,713,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,601,700
26,0.5306122448979592,0.005198776721954346,0.0017428558606367717,0.04531425237655606,1,direct_retention,direct_retention,714,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,751,850
20,0.40816326530612246,0.006018579006195068,0.0024838000535964966,0.04967600107192993,1,direct_retention,direct_retention,715,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,901,1000
24,0.4897959183673469,0.007761180400848389,0.0021325498819351244,0.05118119716644298,1,direct_retention,direct_retention,716,5_6C_19PER_4_6C_NEWSTRUCTURE,737294,1051,1150
27,0.5510204081632653,0.001202225685119629,0.0004399639588815112,0.011879026889800803,1,direct_retention,direct_retention,717,5_6C_19PER_4_6C_NEWSTRUCTURE,737390,1,100
25,0.5102040816326531,0.0019134879112243652,0.0007414269447326705,0.01853567361831676,1,direct_retention,direct_retention,718,5_6C_19PER_4_6C_NEWSTRUCTURE,737390,151,250
21,0.42857142857142855,0.003535747528076394,0.0009798663003104233,0.020577192306518888,1,direct_retention,direct_retention,719,5_6C_19PER_4_6C_NEWSTRUCTURE,737390,301,400
23,0.46938775510204084,0.0060883164405824974,0.0014374981755795639,0.03306245803832997,1,direct_retention,direct_retention,720,5_6C_19PER_4_6C_NEWSTRUCTURE,737390,451,550
