n_rows,mse,rmse,mae,r2,stage,method,set_type,target,horizon,horizon_step,monotonic_violation_rate,curve_has_violation_rate
251,0.00015485206119638149,0.012443956814308762,0.008016001893229686,0.918746021456363,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H37,37,0.4573542564436133,1.0
251,0.00014959837714727817,0.01223104153975769,0.00791359090235128,0.9226153015288562,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H38,38,0.4573542564436133,1.0
251,0.0001455795991090585,0.012065637119897917,0.007877117846591532,0.9256557046052738,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H39,39,0.4573542564436133,1.0
251,0.00014881472757513712,0.012198964200912188,0.0079762180487948,0.9251158515762314,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H40,40,0.4573542564436133,1.0
251,0.00015787653183832112,0.012564892830355582,0.008183842161262174,0.921900803559739,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H41,41,0.4573542564436133,1.0
251,0.00015429785106557578,0.012421668610358906,0.008027825222547311,0.9246767510037429,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H42,42,0.4573542564436133,1.0
251,0.00015400986737773277,0.01241007120760122,0.0081593674492551,0.9259624629748366,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H43,43,0.4573542564436133,1.0
251,0.0001576286526172003,0.012555024994686402,0.008222732410962828,0.9252987005141471,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H44,44,0.4573542564436133,1.0
251,0.00016111042434756824,0.012692928123469708,0.008347332715038288,0.9243454346867546,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H45,45,0.4573542564436133,1.0
251,0.00015177969685707652,0.01231989029403576,0.008186297350195784,0.9298038904015224,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H46,46,0.4573542564436133,1.0
251,0.00015304364071038392,0.01237108082223958,0.008186271466107014,0.9302651451317361,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H47,47,0.4573542564436133,1.0
251,0.00014753621881928138,0.012146448815159161,0.00807680789218006,0.9336042522958975,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H48,48,0.4573542564436133,1.0
251,0.00014968890612960235,0.012234741767998308,0.008069483644933833,0.9336076003021029,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H49,49,0.4573542564436133,1.0
251,0.00015449324519976605,0.012429531173771843,0.008257138301651793,0.9327618546678591,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,H50,50,0.4573542564436133,1.0
12550,0.00014463544038474408,0.012026447538019866,0.0076558765329687705,0.9133618727771068,monotonic_postprocess_retention_prediction,direct_retention,valid,retention,all,0,0.4573542564436133,1.0
251,0.00013939456254537602,0.011806547443913315,0.0071476481825231974,0.8807002117523579,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H1,1,0.0,0.0
251,0.00013180416127087693,0.011480599342842556,0.007171579566134873,0.8884566552290248,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H2,2,0.0,0.0
251,0.00013555210199405328,0.01164268448400339,0.007283356085241565,0.8867019232510219,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H3,3,0.0,0.0
251,0.00013606234173053886,0.011664576363097756,0.007318562245463941,0.8873829789644678,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H4,4,0.0,0.0
251,0.00013707307935745228,0.011707821289951957,0.007332237355737566,0.8880507500599848,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H5,5,0.0,0.0
251,0.00013910014538810514,0.011794072468325143,0.007374514384098742,0.8883297100789798,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H6,6,0.0,0.0
251,0.00014104365946469917,0.011876180339852506,0.00747401590841225,0.8882446520943517,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H7,7,0.0,0.0
251,0.0001454185718092265,0.012058962302338726,0.007554819859356534,0.8860464492714955,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H8,8,0.0,0.0
251,0.00014599825344574737,0.012082973700449215,0.007630007200507048,0.8872653929879966,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H9,9,0.0,0.0
251,0.00014549274591080325,0.01206203738639552,0.007634159578270169,0.8890999232144813,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H10,10,0.0,0.0
251,0.00014523232615104567,0.012051237536080919,0.0076481509968579,0.8911471201871609,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H11,11,0.0,0.0
251,0.0001482964953152627,0.012177704845957742,0.007691718905095557,0.8903469265160753,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H12,12,0.0,0.0
251,0.00014288087904015999,0.011953279007877293,0.007603159226269361,0.8956765004989595,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H13,13,0.0,0.0
251,0.0001403509891125513,0.011846982278730364,0.007641263929496251,0.8984890485331852,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H14,14,0.0,0.0
251,0.00014091897520178485,0.011870929837286751,0.007676902520229137,0.8998937682531415,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H15,15,0.0,0.0
251,0.0001444955421876972,0.012020629858193672,0.007731585626108233,0.8985377083597674,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H16,16,0.0,0.0
251,0.0001466579856875139,0.012110243006955472,0.007726814642370463,0.8984180017429273,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H17,17,0.0,0.0
251,0.00014615606015281013,0.012089502063890395,0.007738189393305682,0.9003087283213518,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H18,18,0.0,0.0
251,0.0001497330684500074,0.012236546426586522,0.0078307627681717,0.8993338625454748,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H19,19,0.0,0.0
251,0.00015003287792520118,0.012248790876049815,0.0077662285105640685,0.8999895865331569,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H20,20,0.0,0.0
251,0.0001510773661952057,0.012291353310160997,0.007788579539948724,0.900965753629652,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H21,21,0.0,0.0
251,0.00015237545869628642,0.012344045475300486,0.007847823707231019,0.9013259280593764,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H22,22,0.0,0.0
251,0.00015561679764468538,0.012474646193166577,0.007972060684188906,0.9008486034113372,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H23,23,0.0,0.0
251,0.00015449468649329933,0.012429589152232641,0.007999880855301936,0.9028164432039603,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H24,24,0.0,0.0
251,0.00015754606214374062,0.012551735423587474,0.008122896293244988,0.9023386173580361,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H25,25,0.0,0.0
251,0.00015956249522390857,0.012631804907609545,0.008120428518470066,0.9026996170327133,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H26,26,0.0,0.0
251,0.00015949472910695522,0.012629122261937098,0.008138973874399859,0.9038316141401043,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H27,27,0.0,0.0
251,0.00015999950787964486,0.012649091187893495,0.008119293180594874,0.9048475279626557,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H28,28,0.0,0.0
251,0.00015782811133271003,0.012562965865300679,0.008114685812794354,0.9074999344608995,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H29,29,0.0,0.0
251,0.00015529074671692154,0.012461570796529688,0.008119752445068964,0.9102723746588152,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H30,30,0.0,0.0
251,0.00015886137903549637,0.012604022335567974,0.008155384861615555,0.9093323821140924,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H31,31,0.0,0.0
251,0.00015754737285500386,0.012551787635831155,0.008132429711847189,0.9111872725664323,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H32,32,0.0,0.0
251,0.00015968500597859006,0.01263665327444692,0.008215503151198315,0.9113764274783239,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H33,33,0.0,0.0
251,0.00015868738036013306,0.012597117938645055,0.008181553675358994,0.9131626761815775,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H34,34,0.0,0.0
251,0.00015883601924583906,0.012603016275711107,0.008269173453053632,0.9142682375303084,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H35,35,0.0,0.0
251,0.00016025425603109308,0.012659157003177308,0.008361651602969223,0.9144269324201525,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H36,36,0.0,0.0
251,0.0001634710654884057,0.01278558037354604,0.008479195524496861,0.9142234572463619,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H37,37,0.0,0.0
251,0.000162460719858408,0.012746007996953712,0.008438332147332292,0.9159618302057455,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H38,38,0.0,0.0
251,0.00016115495187574375,0.012694682031297347,0.008455873010642974,0.9177017149387954,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H39,39,0.0,0.0
251,0.00016128092140005004,0.012699642569775342,0.008434287817829634,0.9188428144657551,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H40,40,0.0,0.0
251,0.0001630506727908389,0.012769129680242068,0.008515894887931794,0.919341232191183,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H41,41,0.0,0.0
251,0.00016436207884725252,0.012820377484584942,0.008558005213262549,0.9197637186450996,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H42,42,0.0,0.0
251,0.00016267080412827537,0.012754246513545023,0.008576739119343554,0.9217988698475978,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H43,43,0.0,0.0
251,0.00016648242300722842,0.012902806787952317,0.008669881231756322,0.9211028380075339,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H44,44,0.0,0.0
251,0.00016363145674392677,0.012791851185185308,0.008612608529657008,0.9231616030951025,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H45,45,0.0,0.0
251,0.0001605917729973307,0.01267248093300324,0.008623569847578075,0.9257284213148113,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H46,46,0.0,0.0
251,0.000158881528487275,0.012604821636472092,0.008591229697147687,0.9276050917314833,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H47,47,0.0,0.0
251,0.0001578161969031007,0.012562491667782338,0.008592968443000466,0.9289779521458779,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H48,48,0.0,0.0
251,0.00015838490094082213,0.012585106314243918,0.008562635852996096,0.9297506146496226,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H49,49,0.0,0.0
251,0.00016063867924234548,0.012674331510669328,0.008693739475007076,0.930087254967725,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,H50,50,0.0,0.0
12550,0.0001526746073958286,0.012356156659569698,0.008008814180989664,0.9085463284511817,monotonic_postprocess_retention_prediction,direct_retention_cummin,valid,retention,all,0,0.0,0.0
251,0.0001387146225445526,0.011777717204303753,0.0071090096496490805,0.881282133289598,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H1,1,0.0,0.0
251,0.00013075206768535551,0.011434687039239663,0.007046504799588266,0.8893470219398297,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H2,2,0.0,0.0
251,0.00012834321318367137,0.011328866367985429,0.006972115115815433,0.8927273055630522,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H3,3,0.0,0.0
251,0.00012889680420007742,0.01135327284090704,0.006944859645281179,0.8933138006785097,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H4,4,0.0,0.0
251,0.00013092837845479248,0.011442393912761108,0.006975636539231252,0.8930692019717905,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H5,5,0.0,0.0
251,0.00012835175535156864,0.011329243370656694,0.006961886388847084,0.8969585711647488,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H6,6,0.0,0.0
251,0.0001298617516997311,0.011395690049300704,0.007070149321005164,0.8971045894872526,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H7,7,0.0,0.0
251,0.000132503822066649,0.011511030451990343,0.007104655898424744,0.8961667631463108,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H8,8,0.0,0.0
251,0.00013171608920154037,0.011476763010602789,0.007151067494396189,0.89829356719797,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H9,9,0.0,0.0
251,0.00013094090903733842,0.011442941450402446,0.007118970986856404,0.9001918839616305,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H10,10,0.0,0.0
251,0.00013129062891861738,0.011458212291567012,0.007163929749295056,0.9015965423884563,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H11,11,0.0,0.0
251,0.00013454100502927356,0.011599181222365376,0.007218930825769191,0.9005179813608335,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H12,12,0.0,0.0
251,0.00012767333677702355,0.011299262665192962,0.007084668632522522,0.9067801837794526,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H13,13,0.0,0.0
251,0.0001263637129604318,0.011241161548542562,0.007069996866097011,0.9086055551542545,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H14,14,0.0,0.0
251,0.0001279761729237911,0.011312655432027934,0.007149469804953767,0.9090880954361155,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H15,15,0.0,0.0
251,0.0001336383536988558,0.011560205607983614,0.007235964930864916,0.9061614399169449,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H16,16,0.0,0.0
251,0.00013307491745608897,0.011535810221050317,0.007198274135589604,0.9078262532400552,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H17,17,0.0,0.0
251,0.0001330874917476429,0.011536355219376824,0.007230520485881789,0.9092226399440952,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H18,18,0.0,0.0
251,0.00013691288523455427,0.011700977960604587,0.007335763765996199,0.9079529227111314,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H19,19,0.0,0.0
251,0.0001363637672172523,0.011677489765238601,0.0072854223004375305,0.9091012788004182,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H20,20,0.0,0.0
251,0.00013850807782244602,0.011768945484725724,0.007311711510814038,0.9092051744824053,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H21,21,0.0,0.0
251,0.00014042743405737442,0.011850208186246115,0.007389084751387516,0.9090631335966424,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H22,22,0.0,0.0
251,0.0001439407926076377,0.011997532771684256,0.007536266429490777,0.9082879815730884,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H23,23,0.0,0.0
251,0.00014229484965667672,0.011928740489116055,0.007506632947351829,0.910490645877369,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H24,24,0.0,0.0
251,0.00014528306623752966,0.012053342533817317,0.007604859502192034,0.9099403378913022,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H25,25,0.0,0.0
251,0.00014631653335447456,0.012096137125317097,0.0075891754066801645,0.9107769359594287,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H26,26,0.0,0.0
251,0.00014520240234947365,0.01204999594811026,0.007607735960607035,0.912449265658403,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H27,27,0.0,0.0
251,0.00014605022182384957,0.012085123988766088,0.007585890264625088,0.9131432350492262,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H28,28,0.0,0.0
251,0.00014440275843964303,0.012016769883776715,0.0076020331496736435,0.9153682794091348,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H29,29,0.0,0.0
251,0.00014328350616986271,0.011970108862072337,0.007561064811341791,0.9172102071051484,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H30,30,0.0,0.0
251,0.00014666746593115668,0.012110634414891595,0.007604508998384517,0.9162918650330415,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H31,31,0.0,0.0
251,0.00014534256171753397,0.01205581028871697,0.007591005815452788,0.9180673781834766,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H32,32,0.0,0.0
251,0.00014755566738257602,0.012147249375170331,0.007685757015805799,0.9181080884261773,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H33,33,0.0,0.0
251,0.0001480077176066272,0.012165842248139961,0.007672562779658347,0.919006829199247,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H34,34,0.0,0.0
251,0.0001467848375364008,0.012115479253269381,0.007724417633269414,0.920772864457489,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H35,35,0.0,0.0
251,0.00014907191946953577,0.012209501196590129,0.007824550586867613,0.9203981113827697,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H36,36,0.0,0.0
251,0.00014984506888426937,0.012241122043516656,0.007893058883241448,0.9213732906238077,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H37,37,0.0,0.0
251,0.0001482131808156269,0.012174283585313219,0.007813835761461595,0.9233318400534862,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H38,38,0.0,0.0
251,0.00014841439113808796,0.01218254452641516,0.007858724945569889,0.9242080387422094,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H39,39,0.0,0.0
251,0.0001497677207666924,0.012237962279999575,0.007892336028505606,0.9246363017039432,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H40,40,0.0,0.0
251,0.00015158186161409637,0.012311858576758278,0.00793669708221557,0.9250146842654023,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H41,41,0.0,0.0
251,0.00015133190447609498,0.012301703316049163,0.007968818761438016,0.926124630750131,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H42,42,0.0,0.0
251,0.00015119227918593923,0.01229602696751838,0.007990700790131713,0.9273169689790522,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H43,43,0.0,0.0
251,0.0001557944923082159,0.012481766393752765,0.008063218983046083,0.9261679216631677,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H44,44,0.0,0.0
251,0.00015242650235940835,0.012346112844106373,0.007981120115257364,0.9284232486822727,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H45,45,0.0,0.0
251,0.0001490053808137289,0.012206776020462115,0.007986684481936152,0.93108697501081,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H46,46,0.0,0.0
251,0.00014661120174111486,0.012108311267105536,0.00794589234538287,0.9331961078028332,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H47,47,0.0,0.0
251,0.0001469125369459001,0.012120748200746524,0.007993691233524775,0.9338849279472328,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H48,48,0.0,0.0
251,0.0001460389037350939,0.012084655714379864,0.00790468226391006,0.9352265073015613,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H49,49,0.0,0.0
251,0.00015140985536902808,0.01230487120489394,0.008205245215579339,0.9341037995100866,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,H50,50,0.0,0.0
12550,0.00014099233555409807,0.011874019351260047,0.007505195235826104,0.9155441303134633,monotonic_postprocess_retention_prediction,direct_retention_isotonic,valid,retention,all,0,0.0,0.0
251,5.0420034152936225e-05,0.0071007065953281176,0.0031342192950001707,0.9568483928781215,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H1,1,0.0,0.0
251,5.297009301710389e-05,0.007278055579418441,0.0034177018351763816,0.9551724217886058,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H2,2,0.0,0.0
251,5.35059480247052e-05,0.007314776006461524,0.0035649086849623064,0.9552782958238757,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H3,3,0.0,0.0
251,5.3385597266423295e-05,0.007306544824089105,0.003643558794758703,0.9558134392376267,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H4,4,0.0,0.0
251,5.471290419172955e-05,0.007396817166304001,0.0037399843869456223,0.9553153061489821,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H5,5,0.0,0.0
251,5.773441434409808e-05,0.0075983165467159944,0.003919896376560415,0.9536505244459862,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H6,6,0.0,0.0
251,5.937154725426302e-05,0.007705293456725904,0.004108342991407173,0.9529572052775797,monotonic_postprocess_retention_prediction,direct_retention_bounded_monotonic,valid,retention,H7,7,0.0,0.0
