model_name,n_estimators,train_mse,valid_mse
F1_F0_plus_cycles,17,4.505457871095156e-06,0.0008531407686075503
F1_F0_plus_cycles,18,4.490792206970224e-06,0.0008401324201010456
F1_F0_plus_cycles,19,4.459260211886267e-06,0.0008652802190458766
F1_F0_plus_cycles,20,4.436062104419081e-06,0.0008669097635695696
F1_F0_plus_cycles,21,4.420739603816769e-06,0.0008600005802924035
F1_F0_plus_cycles,22,4.396278924903928e-06,0.0008602541441909615
F1_F0_plus_cycles,23,4.389079683543493e-06,0.0008436022533646856
F1_F0_plus_cycles,24,4.372225451947469e-06,0.0008384977894406205
F1_F0_plus_cycles,25,4.365542242011719e-06,0.0008360040966635103
F1_F0_plus_cycles,26,4.350575632769968e-06,0.0008349220161153247
F1_F0_plus_cycles,27,4.327543020512622e-06,0.0008300090804224432
F1_F0_plus_cycles,28,4.305671516137684e-06,0.0008335485383930419
F1_F0_plus_cycles,29,4.2889141477985194e-06,0.0008374684311251934
F1_F0_plus_cycles,30,4.28566531770151e-06,0.0008486154437582029
F1_F0_plus_cycles,31,4.286751388374096e-06,0.0008491585920678859
F1_F0_plus_cycles,32,4.279287602257082e-06,0.0008324238127800301
F1_F0_plus_cycles,33,4.267684469781636e-06,0.0008339690091403111
F1_F0_plus_cycles,34,4.2578317855143325e-06,0.0008348719081419363
F1_F0_plus_cycles,35,4.24622840104065e-06,0.0008312213379364781
F1_F0_plus_cycles,36,4.24291560330632e-06,0.0008406952645152036
F1_F0_plus_cycles,37,4.239810859148967e-06,0.0008487632679679586
F1_F0_plus_cycles,38,4.2354017258883965e-06,0.0008719936303906482
F1_F0_plus_cycles,39,4.225712267687236e-06,0.0008755421509765816
F1_F0_plus_cycles,40,4.2287671089261126e-06,0.0008760815838107481
F1_F0_plus_cycles,41,4.224150372679341e-06,0.0008764826634046803
F1_F0_plus_cycles,42,4.222111366209969e-06,0.0008733574407757077
F1_F0_plus_cycles,43,4.203504828433128e-06,0.0008599404777438096
F1_F0_plus_cycles,44,4.19807144985799e-06,0.0008489228094675438
F1_F0_plus_cycles,45,4.187610516394791e-06,0.0008506024098313694
F1_F0_plus_cycles,46,4.180362218229228e-06,0.0008552090974939002
F1_F0_plus_cycles,47,4.169610239600671e-06,0.0008686966384736448
F1_F0_plus_cycles,48,4.171572927128414e-06,0.0008661392622538151
F1_F0_plus_cycles,49,4.170339625616518e-06,0.0008694623146802701
F1_F0_plus_cycles,50,4.165953574327767e-06,0.0008663496599208729
F1_F0_plus_cycles,51,4.163834571362612e-06,0.0008712653937928908
F1_F0_plus_cycles,52,4.160041888831528e-06,0.0008724193231765726
F1_F0_plus_cycles,53,4.153244700585498e-06,0.0008733462557016411
F1_F0_plus_cycles,54,4.153534583246215e-06,0.0008702487389551178
F1_F0_plus_cycles,55,4.145774597180637e-06,0.0008658278823004441
F1_F0_plus_cycles,56,4.142625818610348e-06,0.0008716992499993738
F1_F0_plus_cycles,57,4.144586015991239e-06,0.0008718333038399844
F1_F0_plus_cycles,58,4.148349751155296e-06,0.0008801448738983077
F1_F0_plus_cycles,59,4.1446927470798154e-06,0.000878080575936165
F1_F0_plus_cycles,60,4.136087774131121e-06,0.00087780356709772
