model_name,n_estimators,train_mse,valid_mse
F2_F1_plus_60inc_plus_stats,139,1.5576286722891223e-05,0.00049846378895234
F2_F1_plus_60inc_plus_stats,140,1.5657684084852237e-05,0.000499293639903726
F2_F1_plus_60inc_plus_stats,141,1.569151551702966e-05,0.0005002866588474948
F2_F1_plus_60inc_plus_stats,142,1.5652439768438813e-05,0.0005021416162981449
F2_F1_plus_60inc_plus_stats,143,1.565817957101895e-05,0.0005013379086549587
F2_F1_plus_60inc_plus_stats,144,1.565299360347647e-05,0.000499826474634423
F2_F1_plus_60inc_plus_stats,145,1.5601407816073932e-05,0.0004993069375632955
F2_F1_plus_60inc_plus_stats,146,1.5588076638057686e-05,0.0004987699704388935
F2_F1_plus_60inc_plus_stats,147,1.562062312664046e-05,0.0004979562355384603
F2_F1_plus_60inc_plus_stats,148,1.558386828595039e-05,0.0004965860981967366
F2_F1_plus_60inc_plus_stats,149,1.557554309033596e-05,0.0004957002407940523
F2_F1_plus_60inc_plus_stats,150,1.5531276593664484e-05,0.0004941384755150176
F2_F1_plus_60inc_plus_stats,151,1.55428785067069e-05,0.0004946970425026582
F2_F1_plus_60inc_plus_stats,152,1.5504074096073494e-05,0.0004953859898219943
F2_F1_plus_60inc_plus_stats,153,1.5518272529398984e-05,0.0004949425117629987
F2_F1_plus_60inc_plus_stats,154,1.55122958114311e-05,0.00049440991930149
F2_F1_plus_60inc_plus_stats,155,1.5501753696316034e-05,0.0004960723006337778
F2_F1_plus_60inc_plus_stats,156,1.546865274538587e-05,0.0004948572625109308
F2_F1_plus_60inc_plus_stats,157,1.5467544441573225e-05,0.0004945080242011568
F2_F1_plus_60inc_plus_stats,158,1.54670380865756e-05,0.0004944990802960351
F2_F1_plus_60inc_plus_stats,159,1.54731205717311e-05,0.000496080973787349
F2_F1_plus_60inc_plus_stats,160,1.5496888369028556e-05,0.0004970397921650072
F2_F1_plus_60inc_plus_stats,161,1.5468617440124926e-05,0.000497063369601211
F2_F1_plus_60inc_plus_stats,162,1.550615741073474e-05,0.0004966124941176713
F2_F1_plus_60inc_plus_stats,163,1.551849302797494e-05,0.0004963510611814505
F2_F1_plus_60inc_plus_stats,164,1.5547892968446442e-05,0.0004960406420690035
F2_F1_plus_60inc_plus_stats,165,1.55604365144053e-05,0.0004953843977014513
F2_F1_plus_60inc_plus_stats,166,1.5622443838537677e-05,0.0004961069240514391
F2_F1_plus_60inc_plus_stats,167,1.5605082790855423e-05,0.0004941679940293701
F2_F1_plus_60inc_plus_stats,168,1.5627079526912085e-05,0.0004934452921026557
F2_F1_plus_60inc_plus_stats,169,1.559080023112951e-05,0.0004938540784123908
F2_F1_plus_60inc_plus_stats,170,1.5589932050737327e-05,0.0004931546430072559
F2_F1_plus_60inc_plus_stats,171,1.5654466620772525e-05,0.0004942879855736816
F2_F1_plus_60inc_plus_stats,172,1.5595471566395744e-05,0.0004938468186585402
F2_F1_plus_60inc_plus_stats,173,1.5604292311677676e-05,0.0004944789168168979
F2_F1_plus_60inc_plus_stats,174,1.559187703142697e-05,0.000494842069491576
F2_F1_plus_60inc_plus_stats,175,1.559769252341499e-05,0.0004952188873395826
F2_F1_plus_60inc_plus_stats,176,1.5594780988159716e-05,0.0004960165576587922
F2_F1_plus_60inc_plus_stats,177,1.5615284632229182e-05,0.0004968053409299073
F2_F1_plus_60inc_plus_stats,178,1.5558615806380182e-05,0.0004960956314332165
F2_F1_plus_60inc_plus_stats,179,1.558153519848976e-05,0.0004969183145251474
F2_F1_plus_60inc_plus_stats,180,1.5591191980984004e-05,0.0004959426971443892
F2_F1_plus_60inc_plus_stats,181,1.560021166525657e-05,0.0004963890144706472
F2_F1_plus_60inc_plus_stats,182,1.5632277007116134e-05,0.0004953941943568119
F2_F1_plus_60inc_plus_stats,183,1.5673410251442007e-05,0.0004958434509765531
F2_F1_plus_60inc_plus_stats,184,1.5676026828409344e-05,0.0004948813243705571
F2_F1_plus_60inc_plus_stats,185,1.5669598970474943e-05,0.0004942049386488695
F2_F1_plus_60inc_plus_stats,186,1.56581070462136e-05,0.0004947960689996614
F2_F1_plus_60inc_plus_stats,187,1.5681089857941107e-05,0.000494587620096548
F2_F1_plus_60inc_plus_stats,188,1.567543958428327e-05,0.0004945874817563698
F2_F1_plus_60inc_plus_stats,189,1.5630349713457504e-05,0.0004944371620819155
F2_F1_plus_60inc_plus_stats,190,1.5651727898673448e-05,0.0004941665114405968
F2_F1_plus_60inc_plus_stats,191,1.5669538846483792e-05,0.0004936695954646468
F2_F1_plus_60inc_plus_stats,192,1.5654401545175694e-05,0.0004926767332417029
F2_F1_plus_60inc_plus_stats,193,1.5621461745054903e-05,0.0004915587732359214
F2_F1_plus_60inc_plus_stats,194,1.5627463759984585e-05,0.0004915830026205121
F2_F1_plus_60inc_plus_stats,195,1.5589222821069334e-05,0.0004909533548418467
F2_F1_plus_60inc_plus_stats,196,1.556129441677706e-05,0.0004906296429383743
F2_F1_plus_60inc_plus_stats,197,1.5590535165694584e-05,0.0004907768098655862
F2_F1_plus_60inc_plus_stats,198,1.5614377670394253e-05,0.0004902222789908263
F2_F1_plus_60inc_plus_stats,199,1.5600979815254346e-05,0.0004902311471995123
F2_F1_plus_60inc_plus_stats,200,1.564369984571632e-05,0.0004911076027483106
