model_name,feature_count,train_n_rows,valid_n_rows,train_mae,valid_mae,train_rmse,valid_rmse,train_mse,valid_mse,train_r2,valid_r2
F2_F1_plus_60inc_plus_stats,130,98691.0,40120.0,0.0025175849971811907,0.015315002449208703,0.003955211732096819,0.022160947695175643,1.564369984571632e-05,0.0004911076027483106,0.9947392613886132,0.8210840817639243
F1_F0_plus_cycles,64,98691.0,40120.0,0.0007372524232829304,0.021683863757008506,0.002020664801182935,0.029762810580254147,4.083086238739669e-06,0.0008858248936360883,0.9986269201249318,0.6772842176452745
F0_60cum_plus_policy,63,98691.0,40120.0,0.004051006299098967,0.02216382068831143,0.005975488107073701,0.031446877512729204,3.570645811777924e-05,0.0009889061053005939,0.9879924605592901,0.6397305949063201
