feature_pack,stage,trial_id,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,bootstrap,max_samples,criterion,tune_train_r2,tune_valid_r2,tune_valid_mse,tune_train_rows,tune_valid_rows,trial_error
F2_F1_plus_60inc_plus_stats,B_refine,53,260,14,3,4,sqrt,False,,friedman_mse,0.9986231964923453,0.7825035149797962,0.0006619553772906768,16049.0,4135.0,
F2_F1_plus_60inc_plus_stats,A_coarse,14,160,26,4,4,0.35,True,0.65,friedman_mse,0.9984030425692284,0.7810664097275541,0.0005723065785686556,14705.0,5479.0,
F2_F1_plus_60inc_plus_stats,A_coarse,30,200,22,3,6,log2,False,,friedman_mse,0.9985316969681094,0.7728854387116277,0.0006002117017720241,15087.0,5097.0,
F2_F1_plus_60inc_plus_stats,B_refine,50,260,18,3,4,0.35,False,,squared_error,0.9995516388933512,0.7680783681802037,0.0006448935918546092,14609.0,5575.0,
F2_F1_plus_60inc_plus_stats,A_coarse,22,160,14,3,8,sqrt,True,0.85,squared_error,0.9985763592791835,0.7597714001714402,0.0007639676855065687,16814.0,3370.0,
F2_F1_plus_60inc_plus_stats,A_coarse,3,120,14,2,8,log2,True,0.85,friedman_mse,0.9977145567940181,0.7596377914660957,0.0006731354238725248,15250.0,4934.0,
F2_F1_plus_60inc_plus_stats,B_refine,47,260,14,6,6,sqrt,True,0.65,friedman_mse,0.9965901355917907,0.7590389612671293,0.0008525900299867224,17030.0,3154.0,
F2_F1_plus_60inc_plus_stats,A_coarse,7,120,26,3,4,sqrt,True,0.65,squared_error,0.9980461034499154,0.7563154685967993,0.0006914450768050458,15260.0,4924.0,
F2_F1_plus_60inc_plus_stats,A_coarse,34,120,14,3,6,0.45,True,0.95,squared_error,0.9989202261086965,0.7538669076685562,0.000664248666427695,14433.0,5751.0,
F2_F1_plus_60inc_plus_stats,A_coarse,15,160,18,6,6,0.35,False,,friedman_mse,0.9990138189781288,0.751521162016004,0.0007220553067857414,14483.0,5701.0,
F2_F1_plus_60inc_plus_stats,B_refine,49,260,18,4,4,0.35,False,,friedman_mse,0.9992444902188553,0.7421379040523035,0.0006448388411091412,14679.0,5505.0,
F2_F1_plus_60inc_plus_stats,B_refine,51,240,16,3,6,sqrt,False,,friedman_mse,0.9990782770543428,0.7389150514613005,0.0006206830587900291,13842.0,6342.0,
F2_F1_plus_60inc_plus_stats,B_refine,59,260,16,6,4,sqrt,True,0.65,squared_error,0.9973152270576584,0.7363488178876729,0.000776967282105935,15077.0,5107.0,
F2_F1_plus_60inc_plus_stats,A_coarse,26,120,14,6,8,0.25,True,0.75,squared_error,0.9981006274071602,0.73086221906916,0.0006111997061934009,13444.0,6740.0,
F2_F1_plus_60inc_plus_stats,A_coarse,32,120,18,2,4,log2,False,,squared_error,0.9990976996025582,0.7194265553707991,0.00087262095715597,15665.0,4519.0,
F2_F1_plus_60inc_plus_stats,B_refine,42,260,12,6,6,0.45,False,,squared_error,0.9988148624489781,0.7182650217950532,0.0010103749499853973,17037.0,3147.0,
F2_F1_plus_60inc_plus_stats,A_coarse,12,120,18,4,12,0.35,True,0.65,squared_error,0.9983476999104689,0.718237821063408,0.0008153669888397745,15207.0,4977.0,
F2_F1_plus_60inc_plus_stats,A_coarse,9,160,14,2,4,log2,True,0.65,friedman_mse,0.9977684022598805,0.698418186097186,0.0009722473431199084,16241.0,3943.0,
F2_F1_plus_60inc_plus_stats,A_coarse,10,200,26,6,6,sqrt,True,0.75,squared_error,0.9968210697422596,0.6639490656239035,0.0007989296664688163,14263.0,5921.0,
F2_F1_plus_60inc_plus_stats,B_refine,41,160,12,4,6,0.55,True,0.75,friedman_mse,0.9980331745748886,0.37007857162228586,0.0015800191553331662,13652.0,6532.0,
