t_eval,weight_mean,weight_std,weight_p95,weight_p99,weight_max,effective_sample_size,clip_threshold
3.6,3.18046810589557,12.958422586196049,31.284313338253902,93.45582149164106,94.20153724378646,5775.3881039808875,94.20153724378646
3.7,2.9103619603121973,11.45583954896246,27.608309620495014,82.4744729948721,83.13256483634895,6162.892979542642,83.13256483634895
3.8000000000000003,2.1763243003427846,8.023153444050173,19.122868273190498,56.68382106331111,57.136120530417955,6966.744654272596,57.136120530417955
3.9000000000000004,1.4401798998858761,5.105715973162461,10.340499333409882,30.42535524524166,39.93697800974169,7491.669291626441,39.93697800974169
4.0,0.8717720641521755,3.2088009521271506,5.503010389598838,12.966349063034047,29.33269728472468,6987.143014473645,29.33269728472468
4.1000000000000005,0.5046478739572025,1.9583853125422213,3.3003469018499234,9.021825449385506,18.942054597191508,6329.462185033876,18.942054597191508
4.200000000000001,0.33728540039938015,1.3644251381523353,2.2455779007441516,6.2118335890458125,13.018671042922918,5853.873700947459,13.018671042922918
4.300000000000001,0.2955315658382395,1.1510875916369583,2.2485078997617247,5.54953067088144,11.195434072811116,6286.010941061554,11.195434072811116
4.4,0.31606225274324773,0.8770897415196174,1.3804218488943076,4.305138118039589,6.257595696842662,11682.65493457007,6.257595696842662
4.500000000000001,0.4595482345716988,1.0153714132592826,1.4769872212190684,6.338618598174509,6.373909345387654,17281.842057216378,6.373909345387654
4.6,0.6982319733124346,1.3604347585460144,2.758136128524319,7.731047442367731,8.168564009498422,21193.55221074149,8.168564009498422
4.600000000000001,0.698231973312439,1.3604347585460197,2.758136128524344,7.731047442367664,8.168564009498441,21193.552210741575,8.168564009498441
4.7,0.9327411670566096,1.6353054763920802,4.010376064362079,5.540159720182032,8.168564009498432,24952.077831752424,8.168564009498432
4.700000000000001,0.9327411670566115,1.6353054763920818,4.010376064362088,5.540159720182026,8.168564009498422,24952.07783175246,8.168564009498422
4.800000000000001,1.0800164558426397,1.7281014184543686,4.5408835103979,4.549529124794873,6.361684047166263,28551.507518250914,6.361684047166263
4.9,1.0980149063566975,1.544196635719657,4.002520525307543,4.014755773673125,4.0149322425507785,34135.494526356386,4.0149322425507785
4.900000000000001,1.0980149063566969,1.5441966357196544,4.002520525307533,4.014755773673116,4.01493224255077,34135.49452635644,4.01493224255077
5.0,1.0495824766949913,1.2727290454763724,3.5692557181905107,3.9703801739620945,4.278735467033211,41146.8341482414,4.278735467033211
5.000000000000002,1.0495824766949906,1.2727290454763696,3.5692557181905107,3.9703801739620945,4.278735467033288,41146.83414824148,4.278735467033288
5.1000000000000005,1.0420423895020512,1.3468702444539815,3.155080171252982,3.7662447439879743,10.182966142026668,38062.014178147234,10.182966142026668
5.100000000000001,1.0420423895020516,1.3468702444539844,3.155080171252975,3.7662447439879823,10.182966142026737,38062.014178147125,10.182966142026737
5.200000000000001,1.1243403476647658,1.911742639515017,3.5579429936678824,4.067819476784334,19.02428532951056,26123.645564712708,19.02428532951056
5.300000000000001,1.250769364274057,2.5549228366277354,3.6048203608427585,4.606223389682059,27.68017182368479,19651.794661509877,27.68017182368479
5.300000000000002,1.250769364274058,2.5549228366277403,3.6048203608427585,4.606223389682069,27.68017182368485,19651.794661509848,27.68017182368485
5.4,1.3313857355048897,2.8358718243937444,3.8048691954672975,5.219534908498453,31.365743882632344,18358.40133930731,31.365743882632344
5.400000000000002,1.3313857355048906,2.8358718243937444,3.8048691954672975,5.219534908498453,31.365743882632344,18358.401339307326,31.365743882632344
5.500000000000001,1.301813749024442,2.5925824451219204,3.357785279739427,4.606223389682048,27.68017182368473,20468.595345251855,27.68017182368473
5.500000000000002,1.3018137490244408,2.5925824451219164,3.3577852797394194,4.606223389682038,27.680171823684667,20468.59534525187,27.680171823684667
5.600000000000001,1.1602089935280577,2.0179536667884044,3.6676541131797653,3.7019150732662864,19.02428532951039,25253.523910594176,19.02428532951039
5.700000000000001,0.9649582488657937,1.4222128750274585,3.2366933946327823,3.266928585788712,10.182966142026602,32043.283643497594,10.182966142026602
5.700000000000002,0.9649582488657921,1.422212875027454,3.236693394632775,3.2669285857887047,10.182966142026533,32043.28364349766,10.182966142026533
5.800000000000001,0.7918036143276465,1.093641350625727,2.471734061012387,3.4858692186843965,4.244891832283085,34958.530149375896,4.244891832283085
5.8000000000000025,0.7918036143276439,1.093641350625725,2.471734061012409,3.4858692186844116,4.2448918322830105,34958.53014937584,4.2448918322830105
5.900000000000001,0.669243106430186,1.1438830603463597,3.4956863522874597,3.926321453487612,3.9430801092946135,25921.603094186743,3.9430801092946135
5.900000000000002,0.6692431064301851,1.143883060346361,3.4956863522874677,3.926321453487621,3.9430801092946224,25921.603094186656,3.9430801092946224
6.000000000000002,0.5609388396003059,1.2088513540861499,3.669789212380491,4.139088371619721,4.437213740106048,18009.474945618473,4.437213740106048
6.100000000000001,0.4251690197192476,1.0413068222304198,3.2385776130641335,3.6527326674783076,3.9158273817493816,14524.76304662597,3.9158273817493816
6.100000000000002,0.42516901971924626,1.0413068222304174,3.238577613064127,3.6527326674782996,3.915827381749373,14524.76304662595,3.915827381749373
6.200000000000001,0.2703086904246136,0.705178810492543,2.225839671991433,2.5104840006473856,2.691306177072469,13022.369650614797,2.691306177072469
6.200000000000003,0.27030869042461086,0.7051788104925366,2.225839671991413,2.5104840006473634,2.6913061770724447,13022.369650614779,2.6913061770724447
6.300000000000002,0.13898872196068504,0.3736583732370827,1.191406122484367,1.3437652524605803,1.4405523889217826,12354.837219044615,1.4405523889217826
6.3000000000000025,0.1389887219606841,0.3736583732370802,1.1914061224843593,1.3437652524605714,1.440552388921773,12354.837219044613,1.440552388921773
6.400000000000002,0.059266868827071245,0.1550758407579503,0.49665196247616905,0.5601646971145131,0.6005115782986289,12954.916046513428,0.6005115782986289
6.500000000000002,0.030465109030715136,0.09111243439622824,0.17414029943851367,0.4548597871363,0.6662870321266562,10221.852610355963,0.6662870321266562
6.500000000000003,0.030465109030715073,0.0911124343962287,0.17414029943851175,0.45485978713630504,0.6662870321266635,10221.852610355836,0.6662870321266635
6.600000000000001,0.043299234429270514,0.2428808382057367,0.04402956292335136,1.4010667802324892,2.0523085425720997,3131.0749117556243,2.0523085425720997
6.600000000000003,0.04329923442927108,0.24288083820574102,0.04402956292335019,1.4010667802325143,2.052308542572136,3131.0749117555943,2.052308542572136
6.700000000000002,0.09406458345414898,0.5834229540084002,0.00866993499374547,3.36098448429775,4.923232258373835,2575.4160379016057,4.923232258373835
6.700000000000003,0.09406458345414959,0.583422954008404,0.00866993499374534,3.3609844842977723,4.923232258373868,2575.416037901605,4.923232258373868
6.8000000000000025,0.1742491662206881,1.0902051696269177,0.0013295775935135016,6.27914567578168,9.197808764206806,2532.077674548497,9.197808764206806
6.900000000000002,0.2533561937656333,1.5862669903739504,0.00015879539853423975,9.136103049399283,13.382732785220854,2528.5867319259282,13.382732785220854
6.900000000000003,0.2533561937656338,1.5862669903739541,0.00015879539853423666,9.136103049399303,13.382732785220885,2528.5867319259273,13.382732785220885
7.000000000000002,0.2870899480758486,1.7974760260215303,0.0002893062004701922,10.352561037485856,15.16462295337963,2528.5826556343695,15.16462295337963
7.0000000000000036,0.2870899480758486,1.7974760260215303,0.000289306200470205,10.352561037485856,15.16462295337963,2528.5826556343695,15.16462295337963
7.100000000000002,0.2535271460575084,1.5862401586562398,0.0031103347760687073,9.136103049399182,13.382732785220707,2531.998713763372,13.382732785220707
7.200000000000003,0.17568930591471513,1.0900232134639516,0.026042514233780692,6.279145675781511,9.19780876420656,2573.878524997113,9.19780876420656
7.3000000000000025,0.10344848092308917,0.5857385471910318,0.16981852475710402,3.3609844842976377,4.92323225837367,3074.740166851098,4.92323225837367
7.400000000000002,0.0906605896390065,0.4103303513072125,0.8624096289923041,2.070023913426662,3.377269433563573,4731.265511803949,3.377269433563573
7.500000000000003,0.21722099898549077,1.3292496042350799,0.3067104144531508,6.724870812709086,13.357359723718467,2643.9435723293573,13.357359723718467
7.600000000000003,0.633349260966709,4.092658224399613,0.07754853721943977,20.714060384103593,41.143564478056675,2377.41398060696,41.143564478056675
7.700000000000003,1.512288562733658,9.81874348205951,0.01527021237351465,49.6904476931682,98.6982803321514,2355.497300587722,98.6982803321514
7.8000000000000025,2.824247784005327,18.343992500373453,0.0023417629122553553,92.83397802575796,184.3926632360524,2353.698530606135,184.3926632360524
7.900000000000003,4.1091273852532755,26.690371427417958,0.00027968369558756983,135.07264101233193,268.2897419270402,2353.550880619564,268.2897419270402
8.000000000000004,4.656239351116393,30.24415494042238,2.6014636085627955e-05,153.0573542147735,304.01210603832135,2353.538760784556,304.01210603832135
