t_eval,weight_mean,weight_std,weight_p95,weight_p99,weight_max,effective_sample_size,clip_threshold
2.9366805892559693,1.0041292241542077,1.4425746418766077,3.8838449216918414,4.99079435024827,5.451099022983403,33176.11488586972,5.451099022983403
3.0366805892559685,0.8272205251232692,1.3373384286931964,3.7700736474433443,4.884285327356076,5.645942798055462,28129.722957053436,5.645942798055462
3.0366805892559694,0.8272205251232677,1.3373384286931955,3.7700736474433416,4.884285327356069,5.645942798055459,28129.722957053407,5.645942798055459
3.1366805892559686,0.659191341559366,1.2257731841693942,3.65300307213014,4.922022527940957,5.9908848383721685,22802.78443661534,5.9908848383721685
3.1366805892559695,0.6591913415593647,1.2257731841693933,3.6530030721301414,4.922022527940947,5.990884838372162,22802.784436615293,5.990884838372162
3.2366805892559687,0.5232002332514051,1.140921332607455,3.4658246104739785,5.023656818332397,6.417135235728403,17662.03083094346,6.417135235728403
3.2366805892559696,0.5232002332514041,1.1409213326074548,3.4658246104739696,5.023656818332406,6.417135235728418,17662.030830943415,6.417135235728418
3.3366805892559688,0.4296606478416099,1.1084317559287877,3.221976605541408,5.36605245815249,6.969352186730771,13278.388508727814,6.969352186730771
3.3366805892559697,0.42966064784160934,1.108431755928788,3.2219766055413994,5.366052458152474,6.969352186730781,13278.388508727781,6.969352186730781
3.436680589255969,0.37804130547676684,1.1488822601444464,3.003410167581226,5.947141712954069,8.136255438892388,9930.862336246993,8.136255438892388
3.4366805892559698,0.3780413054767666,1.1488822601444473,3.0034101675812273,5.947141712954059,8.136255438892414,9930.862336246968,8.136255438892414
3.536680589255969,0.3566332817698687,1.2518160476045312,2.9494548365332345,6.280553006544032,10.128338229877913,7630.943736609494,10.128338229877913
3.53668058925597,0.3566332817698687,1.251816047604533,2.9494548365332394,6.280553006544066,10.128338229877949,7630.943736609474,10.128338229877949
3.636680589255969,0.34951555496625686,1.3803529993889583,2.739716000510592,7.2913898368051635,11.875823254681205,6124.514540200403,11.875823254681205
3.63668058925597,0.3495155549662567,1.380352999388959,2.7397160005105805,7.291389836805178,11.875823254681205,6124.514540200394,11.875823254681205
3.736680589255969,0.34683178321157326,1.5134129748850171,2.4931317387563223,8.04506717298686,13.8051591486008,5072.239789123312,13.8051591486008
3.73668058925597,0.3468317832115731,1.513412974885017,2.49313173875631,8.045067172986926,13.805159148600788,5072.239789123309,13.805159148600788
3.836680589255969,0.33708274515199027,1.5653440274881594,1.819792121903968,8.365773313282158,14.351967916204718,4504.790854206187,14.351967916204718
3.83668058925597,0.3370827451519902,1.5653440274881598,1.819792121903955,8.365773313282158,14.351967916204728,4504.790854206181,14.351967916204728
3.9366805892559693,0.32860718470616146,1.5698799953714233,1.5127891140277863,8.705143749963982,14.591397904888368,4266.826037392419,14.591397904888368
4.036680589255969,0.33306585695941476,1.4778514717753057,1.8664795821471325,8.443850746642433,13.011644964330415,4913.476804934862,13.011644964330415
4.1366805892559695,0.43399165993814237,1.892518186744215,2.6272668802563115,10.990562073322224,16.514423852810644,5078.454893440424,16.514423852810644
4.23668058925597,0.696975475269412,3.274745621282518,4.142509377457883,19.350537816097166,30.581239006178155,4405.009970916244,30.581239006178155
4.33668058925597,1.1868835107948943,5.863198868695632,6.589253704627579,37.56085382849031,53.56220780939854,4001.4072675017624,53.56220780939854
4.436680589255969,1.877611754537534,9.30577867872859,10.154210034701357,61.80578723858463,82.56174286633292,3976.3393663130105,82.56174286633292
4.53668058925597,2.596118551715891,12.482278060235519,13.014983738637369,78.2001536224447,105.77572149921517,4214.800561072379,105.77572149921517
4.63668058925597,3.2892300812099853,15.996986939414153,14.900754288900421,101.42868149887767,133.81046953852314,4123.213837523098,133.81046953852314
4.73668058925597,3.885947734667642,20.109624055919536,16.205674222459923,131.51345413670055,179.41299456929778,3659.078195222848,179.41299456929778
4.83668058925597,4.494993458715335,25.75595030997542,12.438460768601267,155.07410843477,249.96473198591585,3004.553112247512,249.96473198591585
