scheme,group,group_label,effect_plus_1c,ci_low,ci_high,bootstrap_success,n_rows,n_clusters,scheme_display
quantile4,q1,Q1,-0.008330480599779134,-0.03953732905064923,0.01149928189317229,400,25613,180,分位数分段4段
quantile4,q2,Q2,0.022662901182375076,-0.0017980403786637912,0.04055005537798373,400,25612,178,分位数分段4段
quantile4,q3,Q3,0.034678612783314015,-0.0028726617156802966,0.05964850580085114,400,25612,141,分位数分段4段
quantile4,q4,Q4,0.03848976462919513,-0.008264027802641282,0.0909067027963405,400,25612,83,分位数分段4段
