scheme,group,group_label,effect_plus_1c,ci_low,ci_high,bootstrap_success,n_rows,n_clusters,scheme_display
fixed4,cycle_0_500,0-500,0.014522614656785513,-0.01310178886988223,0.0353916877770506,400,72715,180,固定分段4段
fixed4,cycle_500_1000,500-1000,0.04557401421318412,-0.010420576422175861,0.10916681578510105,400,24292,92,固定分段4段
fixed4,cycle_1000_1500,1000-1500,0.015393753029720823,0.008351352523467128,0.02205910818906371,400,3942,14,固定分段4段
fixed4,cycle_1500_max,1500-max,0.014834545858243522,0.010287183434210593,0.026843356412184723,400,1500,5,固定分段4段
