base_t,next_t,delta_global,weight_global,delta_q1,weight_q1,delta_q2,weight_q2,delta_q3,weight_q3,delta_q4,weight_q4,scheme
1.436680589255968,2.436680589255968,-0.010824186325697687,0.010550348905922286,8.024895999941459e-05,0.024696671599935303,-0.019084737726296364,0.011200811120632178,-0.015572141228396452,0.004064339593921887,-0.00872054441384533,0.0016390538666775341,quantile4
1.536680589255968,2.536680589255968,-0.011545052708734554,0.015211058761500544,0.0003335468339672249,0.03347973631119925,-0.022217026040239268,0.016496646650154212,-0.016120366891357034,0.007109719587864924,-0.008176832177870142,0.0028990066391498225,quantile4
1.6366805892559682,2.636680589255968,-0.011806066659981436,0.021353681528459904,0.00046762728090558116,0.043016287362439315,-0.023888084405088248,0.02336823015704309,-0.016241828947539762,0.012332868591216196,-0.007562463556315067,0.005551991759963935,quantile4
1.7366805892559682,2.7366805892559682,-0.0061170915183711965,0.02880056670046952,0.0011768821217244853,0.05209842487663129,-0.016782384078496852,0.03149204959747146,-0.0062048126753614305,0.020014954394845488,-0.0026583384700635164,0.010194098107946442,quantile4
1.8366805892559683,2.8366805892559683,-0.005479012668906256,0.0371102077737038,0.0004115983711147356,0.05953734916409908,-0.01493785653815824,0.04027713046789394,-0.005310598784338079,0.029928925001636315,-0.00207942552855004,0.017126441537177274,quantile4
1.9366805892559684,2.9366805892559684,-0.0002006642518674602,0.04561704080876356,0.0018792352267854482,0.06464599070769664,-0.006605444579103879,0.048923122894827586,0.00021599085408810246,0.04128127319450413,0.0037074796436219496,0.0260004737727733,quantile4
2.0366805892559685,3.0366805892559685,0.007368062405675059,0.05357899855440694,0.004960065236198951,0.06750034748949857,0.005945249280569068,0.0565530626671612,0.007266941917028289,0.052881893015814294,0.011300087947174442,0.035832556603982,quantile4
2.1366805892559686,3.1366805892559686,0.015180951742741377,0.060329400238654615,0.005935426679665256,0.06861424872690793,0.019007817139034135,0.0623860428022573,0.016151088917589016,0.06342387268298132,0.019629838059841257,0.04551086003311891,quantile4
2.2366805892559687,3.2366805892559687,0.02136857063145101,0.06544494832810445,0.011118102760046891,0.06848124473744226,0.027122362276698963,0.06606207714910421,0.020101705876346833,0.0717889447350048,0.027132514983869593,0.05431917580811803,quantile4
2.3366805892559688,3.3366805892559688,0.022261769179826335,0.06891968834773556,0.011707763204070668,0.06755944279185759,0.029176796728654766,0.06802928702602705,0.020552566199364315,0.07736931586186617,0.02761036590304965,0.06191454331066805,quantile4
2.436680589255969,3.436680589255969,0.0235964084697943,0.07110969094687743,0.01286633878524908,0.06639238001493049,0.031061289685587697,0.06939029429632226,0.02171882473484182,0.08023009313507784,0.02873960291770182,0.06794424984466116,quantile4
2.536680589255969,3.536680589255969,0.024196140752711797,0.07226791055775134,0.013511278785113602,0.06521100246409119,0.03199574180561838,0.07087925152636874,0.02229789451638519,0.08079297468596573,0.02898006836894188,0.07196072227998425,quantile4
2.636680589255969,3.636680589255969,0.02452871885821385,0.07201227200868086,0.01365463991364785,0.06329583757140163,0.03227714334801871,0.07181932483882802,0.02309774812570392,0.07917145635464853,0.029085771956666586,0.07372246287608908,quantile4
2.736680589255969,3.736680589255969,0.02457931648008894,0.06938142364331469,0.013808516487245355,0.05915994832354857,0.031760669640182676,0.07033438465352178,0.023653398959826606,0.07488542484235151,0.0290951046801023,0.07332015686724323,quantile4
2.836680589255969,3.836680589255969,0.02437322934563864,0.06361222440770302,0.013954058639955759,0.05179424364431155,0.030750752069938037,0.06486855415850903,0.02386374540125251,0.06740421064123692,0.028924771281274075,0.07088040188647791,quantile4
2.9366805892559693,3.9366805892559693,0.023094384550540088,0.0549584810919626,0.01327477356371756,0.04177262644239947,0.028325280927463045,0.05560444609208901,0.023110403359249812,0.05702205316926916,0.027667466768028705,0.06634083857485512,quantile4
3.0366805892559694,4.036680589255969,0.015641256566444522,0.04478495465671853,0.00887327698120803,0.03103030015747192,0.018803649314610173,0.044453572323164395,0.015946945919360224,0.045171742255945606,0.018941420380663727,0.059758063457586386,quantile4
