t_eval,m_global,m_q1,m_q2,m_q3,m_q4,scheme
3.6,0.03140758037885025,0.010594389268777865,0.04677324563212355,0.03807212601294744,0.030342215693716368,quantile4
3.7,0.030317777459432687,0.01000648820194859,0.04461955153074976,0.03648632053059372,0.030301269739340175,quantile4
3.8000000000000003,0.031193490841646056,0.013374344858998913,0.04375045489860682,0.03605793574221303,0.03171458387563005,quantile4
3.9000000000000004,0.032943005987953806,0.017197276438111496,0.043860521482285864,0.03693210872805129,0.03388900117462186,quantile4
4.0,0.03409213302928508,0.019766619011585097,0.044875907892008994,0.03682956796423737,0.03499625755005144,quantile4
4.1000000000000005,0.03485826711540027,0.02069880777053331,0.04614564775954561,0.03682793456447183,0.03586099950365952,quantile4
4.200000000000001,0.035083511936161195,0.02040593318546462,0.04617324306513234,0.037234221266883964,0.03662110371060406,quantile4
4.300000000000001,0.035645420039530105,0.01655441900032113,0.044960466690869505,0.03971038821667331,0.04145859138246887,quantile4
4.4,0.03586039731162112,0.015944993735863926,0.04626701929536591,0.039799607216978,0.04153999393276276,quantile4
4.500000000000001,0.036103447299889346,0.015541676326926665,0.04800256338784881,0.03998254840477095,0.04100734569119644,quantile4
4.6,0.03624917299117054,0.015214991064747321,0.04995618255710462,0.0399323093439114,0.040025174473188534,quantile4
4.600000000000001,0.036249172991170565,0.015214991064747318,0.04995618255710467,0.039932309343911405,0.040025174473188534,quantile4
4.7,0.03628579927608034,0.015099726475920724,0.051845304881053864,0.039232429724576516,0.039107383114095784,quantile4
4.700000000000001,0.03628579927608034,0.01509972647592072,0.05184530488105387,0.03923242972457652,0.03910738311409579,quantile4
4.800000000000001,0.03621596823421984,0.015059512035787878,0.052693097665604,0.038397396282306775,0.03885887142585695,quantile4
4.9,0.03610117927998094,0.014962380284824255,0.05239563660025047,0.037662956320925624,0.03952558729396608,quantile4
4.900000000000001,0.036101179279980945,0.014962380284824257,0.05239563660025048,0.03766295632092562,0.03952558729396609,quantile4
5.0,0.03567448399853142,0.014855419210764364,0.051146258226862217,0.036541421159826726,0.04028873410667204,quantile4
5.000000000000002,0.03567448399853139,0.014855419210764343,0.05114625822686215,0.03654142115982675,0.04028873410667208,quantile4
5.1000000000000005,0.03567623465306805,0.015102148968383433,0.04964157382097969,0.036474604853304594,0.041610320523030826,quantile4
5.100000000000001,0.03567623465306807,0.015102148968383439,0.04964157382097966,0.03647460485330461,0.04161032052303084,quantile4
5.200000000000001,0.04470252031181339,0.018816776219239207,0.054486856920019776,0.04643945626801131,0.059175430912627926,quantile4
5.300000000000001,0.03090761858870834,0.012867351253300968,0.03375448402194242,0.026029514646476865,0.05101005859148182,quantile4
5.300000000000002,0.030907618588708368,0.012867351253300985,0.03375448402194241,0.026029514646476865,0.05101005859148183,quantile4
5.4,0.03285435758825133,0.015341983868620181,0.03328680053802212,0.02803110285323269,0.054772461487392184,quantile4
5.400000000000002,0.032854357588251296,0.015341983868620204,0.03328680053802205,0.0280311028532327,0.05477246148739224,quantile4
5.500000000000001,0.03283318611337014,0.01580505469021002,0.033281165373035854,0.02761561305413093,0.054643913514917444,quantile4
5.500000000000002,0.03283318611337014,0.015805054690210027,0.03328116537303584,0.027615613054130937,0.05464391351491748,quantile4
5.600000000000001,0.03600683522248852,0.018577982618910298,0.03813744760646774,0.030450074450368823,0.05688509410556846,quantile4
5.700000000000001,0.03609489843288071,0.017572188971217186,0.03990541930878522,0.030238131729971234,0.056698563483060536,quantile4
5.700000000000002,0.03609489843288069,0.017572188971217175,0.039905419308785245,0.030238131729971227,0.056698563483060516,quantile4
5.800000000000001,0.03421735900992046,0.014832227599472224,0.03913723241342442,0.028002902773026382,0.05493905785072446,quantile4
5.8000000000000025,0.03421735900992045,0.014832227599472204,0.039137232413424435,0.028002902773026372,0.054939057850724476,quantile4
5.900000000000001,0.034290285731958324,0.01415274947279913,0.03963258162126602,0.028246675922931286,0.055175533467677694,quantile4
5.900000000000002,0.034290285731958324,0.014152749472799136,0.039632581621266,0.0282466759229313,0.05517553346767767,quantile4
6.000000000000002,0.04998651645143572,0.025816616873331522,0.05323425910068347,0.045111195263786916,0.07582711710951515,quantile4
6.100000000000001,0.04999953967636653,0.025781659628895445,0.053410472204877095,0.04544934304828714,0.07540195422927747,quantile4
