te_r,nde_r,nie_r,nie_share,closure_error,n_rows,n_clusters,cycle_t_min,cycle_t_max,cde_temp_plus_2p5,cde_temp_plus_5p0,rate_bin,rate_bin_label,treatment_mode,scenario,bootstrap_success,te_r_ci_low,te_r_ci_high,nde_r_ci_low,nde_r_ci_high,nie_r_ci_low,nie_r_ci_high,nie_share_ci_low,nie_share_ci_high,closure_error_ci_low,closure_error_ci_high,cde_temp_plus_2p5_ci_low,cde_temp_plus_2p5_ci_high,cde_temp_plus_5p0_ci_low,cde_temp_plus_5p0_ci_high,bootstrap_n,mode_order,scenario_order,rate_bin_order,treatment_mode_display
0.0026294597530208143,0.002638846872488197,-9.387119467382925e-06,-0.003569980280777706,2.998496633280223e-19,7911.0,152.0,1.0,1102.0,-0.0036872147898987153,-0.013309421643240253,rate_bin_a_q1,<1.8C,window_mean,baseline_tplus1_temp0_70,400,-0.001668988090541024,0.007071110457424047,-0.001644023056361029,0.007023149781923367,-0.00010560732712128958,9.321058048185778e-05,-0.16441756100048135,0.11510809900087389,-9.505794163336882e-19,1.0573300522338614e-18,-0.0069684767467891205,-0.0012612320034932855,-0.023614707942431434,-0.004927159731724582,400,2,0,0,窗口真实平均充电倍率
0.006014138313016615,0.005894258254347038,0.00011988005866957759,0.019933039852129256,-4.2012834183813297e-19,43868.0,172.0,1.0,2030.0,-0.005461328038327879,-0.016857648140098585,rate_bin_a_q2,1.8-2.6C,window_mean,baseline_tplus1_temp0_70,400,0.003302538655641717,0.008631552056033586,0.0032275188592828146,0.008459410964568379,3.361275703555378e-05,0.00021349323999188488,0.005326444543824048,0.05273284973122584,-1.5998758307739224e-18,1.7889335846010823e-18,-0.009622408568272867,-0.002154400138807915,-0.029616871480081644,-0.004820974495582567,400,2,0,1,窗口真实平均充电倍率
0.008902993557507292,0.008650412723361709,0.00025258083414557946,0.028370326510300026,3.5236570605778894e-18,36111.0,172.0,1.0,2035.0,-0.007803152929817092,-0.021541297923077015,rate_bin_a_q3,2.6-3.5C,window_mean,baseline_tplus1_temp0_70,400,0.006334157149787608,0.011070005284350351,0.006083838973798415,0.010853957277009031,0.0001331740137081333,0.0003730187720666438,0.015515263286593146,0.05044318731529631,-2.4936649967166602e-18,2.494342623074463e-18,-0.014503090216682508,-0.0025335585558359398,-0.04009604582115761,-0.0054525910838747445,400,2,0,2,窗口真实平均充电倍率
0.018588167641130568,0.01817298253223791,0.00041518510889265904,0.022335989050043165,-1.7889335846010823e-18,14252.0,167.0,1.0,2037.0,-0.008145558131681904,-0.022226108326806635,rate_bin_a_q4,>=3.5C,window_mean,baseline_tplus1_temp0_70,400,0.012666683511342917,0.02433550437228372,0.012214427995181569,0.023896289461116257,0.00022560397294258867,0.000620316338542283,0.013112563133106369,0.036171361256259714,-4.285309086748956e-18,5.2109466915084495e-18,-0.01540104965312399,-0.002499433217010288,-0.042931173472425824,-0.005412325545801345,400,2,0,3,窗口真实平均充电倍率
