te_r,nde_r,nie_r,nie_share,closure_error,n_rows,n_clusters,cycle_t_min,cycle_t_max,cde_temp_plus_1p0,cde_temp_plus_5p0,scheme,group,group_label,treatment_mode,scenario,bootstrap_success,te_r_ci_low,te_r_ci_high,nde_r_ci_low,nde_r_ci_high,nie_r_ci_low,nie_r_ci_high,nie_share_ci_low,nie_share_ci_high,closure_error_ci_low,closure_error_ci_high,cde_temp_plus_1p0_ci_low,cde_temp_plus_1p0_ci_high,cde_temp_plus_5p0_ci_low,cde_temp_plus_5p0_ci_high,bootstrap_n,mode_order,scenario_order,scheme_order,stage_order,treatment_mode_display
0.05712817006690811,0.058437250014092675,-0.0013090799471845562,-0.022914788722470384,-8.456776945386935e-18,3940.0,14.0,1000.0,1499.0,-0.003292563843089194,-0.01606774262556502,fixed4,cycle_1000_1500,1000-1500,effective_mean,baseline_tplus1_temp0_70,400,0.02784679894916105,0.08979293193501423,0.02900536861667451,0.09184553070718689,-0.0023404992325195243,-0.0006595527112457608,-0.06579481150805863,-0.009534579884571617,-1.617358590805251e-17,1.3888629829539302e-17,-0.00594735113832338,-0.001187978674589539,-0.038209941174877735,0.0038644267253145196,400,1,0,0,2,策略平均充电倍率
0.056383116996697576,0.0577015547521543,-0.0013184377554567247,-0.023383555675610256,1.0842021724855044e-18,1496.0,5.0,1500.0,2037.0,-0.003284361210078078,-0.016026729460509433,fixed4,cycle_1500_max,1500-max,effective_mean,baseline_tplus1_temp0_70,400,0.02425578532218556,0.09461082961353277,0.025624993459375193,0.09659298872505732,-0.002384971829367189,-0.000655429738087877,-0.07612922419608655,-0.009899343762352474,-1.49701214965936e-17,1.4983674023749652e-17,-0.0065058562975393195,-0.0009804700255736814,-0.04050902652477531,0.004950931217298633,400,1,0,0,3,策略平均充电倍率
0.07097132066759035,0.07225346342757205,-0.0012821427599817167,-0.018065646065498934,1.4094628242311558e-17,25534.0,180.0,1.0,144.0,-0.003392774412057112,-0.016568795470404584,quantile4,q1,Q1,effective_mean,baseline_tplus1_temp0_70,400,0.046462602987880436,0.10809983489734734,0.04781452671700083,0.10981851844230085,-0.0022819401044549934,-0.00063508516531579,-0.03484171829099715,-0.008375907473629048,-2.2128566340429145e-17,1.9992688060632662e-17,-0.004882181478612639,-0.0023905410467731834,-0.026265907878893876,-0.007892396957656526,400,1,0,1,0,策略平均充电倍率
0.06759905550983689,0.06886704019755016,-0.0012679846877132821,-0.018757432010699727,7.15573433840433e-18,25534.0,178.0,144.0,295.0,-0.00337527480132863,-0.016481297416762186,quantile4,q2,Q2,effective_mean,baseline_tplus1_temp0_70,400,0.0422742077974573,0.1040894881443308,0.043633909898993434,0.10540214560748906,-0.002246713132113667,-0.000660025962265174,-0.038242717836182855,-0.008693038050979013,-1.7564075194265172e-17,1.9092800257469723e-17,-0.004752206483717096,-0.002431070656436139,-0.028071330132318547,-0.0061518622278306815,400,1,0,1,1,策略平均充电倍率
0.05676991252566974,0.05796356626842049,-0.001193653742750754,-0.02102616843404537,8.239936510889834e-18,25534.0,140.0,295.0,547.0,-0.003326862257219777,-0.01623923469621793,quantile4,q3,Q3,effective_mean,baseline_tplus1_temp0_70,400,0.03326753685948612,0.08677061660962364,0.0343534775529804,0.08794987653118909,-0.0021212178438347763,-0.000628799030547912,-0.046934895282143584,-0.009545991639921514,-1.5829351718288365e-17,1.5612511283791264e-17,-0.005052620834957126,-0.0018994976041481315,-0.034069769851446274,-0.00019725124737437588,400,1,0,1,2,策略平均充电倍率
0.05416907950060851,0.05534538155903553,-0.0011763020584270223,-0.021715378390615044,-1.951563910473908e-18,25534.0,83.0,547.0,2037.0,-0.0033163300560857195,-0.01618657369054765,quantile4,q4,Q4,effective_mean,baseline_tplus1_temp0_70,400,0.0296918410336028,0.0827729396348288,0.03132681952725324,0.08441084301924515,-0.0020868596341531505,-0.000616703161090884,-0.05095367075869685,-0.009497269255239698,-1.290742686343993e-17,1.5612511283791264e-17,-0.005350869330135302,-0.0016983199502163834,-0.03532130397330552,0.0011384594837754681,400,1,0,1,3,策略平均充电倍率
0.007578306496870299,0.007374730756839898,0.0002035757400303989,0.02686295943750387,1.8973538018496328e-18,72470.0,180.0,1.0,499.0,-0.0021003608406250053,-0.02043364621394114,fixed4,cycle_0_500,0-500,window_mean,baseline_tplus1_temp0_70,400,0.00508371160238677,0.009894834023520638,0.004807128858470895,0.009722621434201932,0.00010482208459300016,0.0003044859895031931,0.013316923282520248,0.04892249518961025,-2.413027460138051e-18,2.1961870256409493e-18,-0.0033446841988071397,-0.0010896113184274516,-0.03470268240089864,-0.008567961448353275,400,2,0,0,0,窗口真实平均充电倍率
0.008366774435846071,0.008055806351832537,0.0003109680840135355,0.037167021341132825,-1.5178830414797062e-18,24229.0,92.0,500.0,999.0,-0.0031054732894256476,-0.02545920845794434,fixed4,cycle_500_1000,500-1000,window_mean,baseline_tplus1_temp0_70,400,0.005768049134325293,0.010753957592437823,0.005410447584665303,0.010482219790031123,0.00017631994778407115,0.0004679462112988925,0.02035297766020356,0.06788857334215809,-2.279535067650773e-18,2.333745176275046e-18,-0.005113409148404371,-0.0013203471776993896,-0.04560405657995844,-0.008809496335674075,400,2,0,0,1,窗口真实平均充电倍率
0.01019788725631403,0.009781459509622184,0.000416427746691846,0.040834707839510036,-5.421010862427522e-20,3940.0,14.0,1000.0,1499.0,-0.0039550680317605,-0.02970718216961861,fixed4,cycle_1000_1500,1000-1500,window_mean,baseline_tplus1_temp0_70,400,0.00642327194188808,0.01446917221892479,0.006011779277631258,0.013958813112218065,0.00022631457200615574,0.0006573450372353714,0.01975730952088381,0.09437582715952056,-2.8189256484623115e-18,2.549230358056541e-18,-0.0077694134513695895,-0.0016433899522074172,-0.05847887494741286,-0.008868401426218756,400,2,0,0,2,窗口真实平均充电倍率
0.011131143378500548,0.010680385249961602,0.00045075812853894543,0.04049522256712374,4.336808689942018e-19,1496.0,5.0,1500.0,2037.0,-0.004161273857818041,-0.03073821129990632,fixed4,cycle_1500_max,1500-max,window_mean,baseline_tplus1_temp0_70,398,0.005775240606067653,0.01891954281093909,0.005237421573856679,0.018244376412795506,0.0002539145333632214,0.0007644912274330035,0.017895039820226173,0.0986919448099042,-2.714571189360582e-18,2.947674656444962e-18,-0.008944699149289227,-0.0015372983966574375,-0.06523691603669567,-0.00899705709169146,400,2,0,0,3,窗口真实平均充电倍率
0.007603617059718424,0.007460366696424222,0.00014325036329420186,0.018839765623271235,2.981555974335137e-19,25534.0,180.0,1.0,144.0,-0.0014359443576853397,-0.01711156379924281,quantile4,q1,Q1,window_mean,baseline_tplus1_temp0_70,400,0.0047084570827644985,0.010243901874500203,0.004577717891562464,0.010134826969883689,4.006718633890268e-05,0.00025962287291813886,0.005590950982171268,0.039410629074216094,-2.2232920799530877e-18,1.897862021617985e-18,-0.0026426407247812007,-0.0003854696163235009,-0.028310759910920868,-0.008095396206431679,400,2,0,1,0,窗口真实平均充电倍率
0.008367117850456207,0.00817140304574285,0.00019571480471335798,0.02339094634632006,8.131516293641283e-20,25534.0,178.0,144.0,295.0,-0.0018756916025776582,-0.019310300023704402,quantile4,q2,Q2,window_mean,baseline_tplus1_temp0_70,400,0.0057662433961295605,0.010860765390424803,0.005495858575354749,0.010636950941424368,9.356214298918009e-05,0.0003066466695822642,0.010817373356344598,0.04248888089657374,-2.358139725155972e-18,2.549230358056541e-18,-0.00307775022939236,-0.0009079227797916613,-0.0330319141987273,-0.008411034166483996,400,2,0,1,1,窗口真实平均充电倍率
0.006823817345712784,0.006541211047525946,0.0002826062981868386,0.04141469266676552,-1.6263032587282567e-19,25533.0,140.0,295.0,547.0,-0.0030929151129597595,-0.0253964175756149,quantile4,q3,Q3,window_mean,baseline_tplus1_temp0_70,400,0.004371408627651673,0.008869052990730306,0.0041029453660047024,0.008626639585057575,0.0001645960136386784,0.0004233565154339745,0.021932919355615137,0.07945744721185224,-1.7889335846010823e-18,1.6296913905172708e-18,-0.005077076454822201,-0.0014987451363090236,-0.04584829181789696,-0.008828249547262608,400,2,0,1,2,窗口真实平均充电倍率
0.008879182362102904,0.008537218084734786,0.0003419642773681177,0.03851303683407269,4.87890977618477e-19,25534.0,83.0,547.0,2037.0,-0.0033576087568521727,-0.02671988579507696,quantile4,q4,Q4,window_mean,baseline_tplus1_temp0_70,400,0.006095213569817752,0.011374162535761258,0.0056801379474682775,0.01111225481722622,0.00019691614433145623,0.0005183107546232386,0.020502114576574634,0.07215626244330739,-2.4435206462392054e-18,2.549230358056541e-18,-0.0056580498182578565,-0.0014750933867838665,-0.04747770889802326,-0.008828449643978713,400,2,0,1,3,窗口真实平均充电倍率
