te_r,nde_r,nie_r,nie_share,closure_error,n_rows,n_clusters,cycle_t_min,cycle_t_max,cde_temp_plus_2p5,cde_temp_plus_5p0,treatment_min,treatment_max,treatment_q01,treatment_q99,support_plus1_share,mediator_min,mediator_max,mediator_q01,mediator_q99,treatment_sigma,weight_mean,weight_std,weight_p95,weight_p99,weight_max,weight_clip_threshold,effective_sample_size,treatment_mode,scenario,bootstrap_success,te_r_ci_low,te_r_ci_high,nde_r_ci_low,nde_r_ci_high,nie_r_ci_low,nie_r_ci_high,nie_share_ci_low,nie_share_ci_high,closure_error_ci_low,closure_error_ci_high,cde_temp_plus_2p5_ci_low,cde_temp_plus_2p5_ci_high,cde_temp_plus_5p0_ci_low,cde_temp_plus_5p0_ci_high,bootstrap_n,mode_order,scenario_order,treatment_mode_display
0.008527779377710433,0.008329792246213304,0.00019798713149712908,0.02321672767644762,2.439454888092385e-19,102142.0,180.0,1.0,2037.0,-0.006526377440520173,-0.018987746944483175,1.0296835890160763,5.656836776246979,1.0771607456318923,5.277870776315608,0.9579702766736504,24.687358927258934,41.35555520344489,29.803553951344846,39.402556781464874,0.7226148262442736,43.5549262087527,423.85359709154636,21.17172509972034,381.85953535836376,5480.498914156798,5480.498914156798,1067.2970081061192,window_mean,baseline_tplus1_temp0_70,400,0.006105780190373736,0.010866008631497318,0.005862942716052227,0.010661882258076972,0.00010392769742621492,0.0002984827485818316,0.011449072746939397,0.042809254624658885,-2.6027628403230142e-18,3.2261790895021785e-18,-0.011554243584204303,-0.0023449209025942015,-0.03396058740647042,-0.004812297170272119,400,2,0,窗口真实平均充电倍率
