n_samples,n_features,multiple_r,r2_in_sample,mae_in_sample,rmse_in_sample,combo_name
137841,15,0.4814949968261111,0.23183743196857673,0.03490319440402552,0.04730685421690655,policy_plus_charge
137841,31,0.8031940608328887,0.645120699357226,0.02308853280617022,0.03215420924309751,policy_plus_charge_plus_discharge
137841,19,0.7831861050545041,0.6133804751504448,0.023739437799699975,0.03356134758410876,policy_plus_discharge
