compare_to,delta_r2,delta_multiple_r,mae_improve_pct,rmse_improve_pct
policy_plus_charge,0.4132832673886493,0.3216990640067776,0.3384980028215604,0.3203054869032864
policy_plus_discharge,0.03174022420678124,0.020007955778384545,0.02741871981222664,0.0419273492366417
