timestamp,trial_id,epoch,train_loss,valid_loss,is_best_epoch,best_valid_loss,no_improve
2026-04-16 13:23:56,1,1,0.7029223553836346,0.21372495219111443,1,0.21372495219111443,0
2026-04-16 13:24:46,1,2,0.0881751086562872,0.004793055355548859,1,0.004793055355548859,0
