cycles,n_points_window,n_points_dqdv,peak_count_current,peak_count_balanced,peak1_abs_height_current,peak1_abs_height_balanced,peak1_voltage_drift_v,roughness_current,roughness_balanced
101,247,179,1,1,6.85780084045646,6.74890013693625,0.0009059499999999332,0.09949113662680743,0.013154882868511067
102,256,182,1,1,6.861172736810617,6.746994518188669,-0.0019073500000001964,0.09627350006181723,0.012633470617024951
103,248,180,1,1,6.882628908524733,6.754374608568104,0.0,0.10178392451204123,0.012990322847778926
104,245,181,1,1,7.043891611922586,6.872873622711718,0.0010099500000002593,0.11707073700814873,0.014162949249151624
105,244,180,1,1,6.965543279967667,6.820235707641565,-0.0009065000000001433,0.11304280287748752,0.013179469125434504
106,259,182,1,1,7.331185398592691,7.059945060720322,0.0007066999999993939,0.12020567916348276,0.01519996334300522
107,251,180,1,1,6.962640321996862,6.87273293003591,0.003640649999999912,0.1188934118546248,0.014667174837943466
108,256,178,1,1,6.957989027284531,6.785361456365855,0.0009403000000003381,0.11317723219675219,0.013391043645362076
109,260,180,1,1,6.949138225301894,6.780805886053624,0.0009474499999999608,0.1234967619761605,0.013359914213300112
110,254,182,1,1,7.058262745819157,6.848436763443582,0.0018720999999999322,0.14089121246829575,0.016250252977382775
111,250,180,1,1,7.008908779886954,6.749034501847371,0.0,0.1012944252580328,0.012736292925319848
112,242,179,1,1,6.9982892933553265,6.850929762548915,0.0008931000000003131,0.10895612813643994,0.014029024674584306
113,258,181,1,1,6.927674845536839,6.851537271518569,0.0019063999999993086,0.13914564135124186,0.015595330492607813
114,242,179,1,1,6.969357204252891,6.908686825814138,0.0009665499999997884,0.10997466763786085,0.012713256882386522
115,242,180,1,1,6.802961614433727,6.627031666067474,-0.005717250000000451,0.12399631928144926,0.013146330910396343
116,248,178,1,1,6.788125724995181,6.739948949230753,0.0019993500000001774,0.09731177598379202,0.012597949687075732
117,241,180,2,1,7.665756511489759,7.3231339649151295,0.0007724999999996207,0.11102433590545156,0.01578224160451892
118,242,179,1,1,7.246793988464949,7.001699348051378,-0.002531049999999979,0.11153358088382657,0.014508161169234856
119,243,181,1,1,7.2942293215497065,7.1205700146972815,-0.0008802500000002489,0.11416549957612956,0.011801630612688083
120,251,179,1,1,7.274676955036825,6.95667979835714,-0.0008177999999996466,0.09668684136807193,0.012497612905037897
121,231,181,2,1,7.302012310781327,7.036096725359769,-0.0009637000000002338,0.14565263065588413,0.01565791995295951
122,247,179,1,1,6.9845319368005185,6.738180522904205,0.0,0.0853611157615112,0.011208969901256813
123,241,178,1,1,7.140986636764457,6.922461819659217,0.0008282499999996418,0.10996607226153636,0.013852779093313712
124,238,179,1,1,6.743805593037287,6.703534550184171,0.0018825500000003714,0.09256290215034428,0.01204400138487474
125,245,178,1,1,6.839754811410896,6.700366333402018,0.0009088500000000721,0.11015374886489088,0.01160741114426782
126,238,180,1,1,6.764312368956084,6.646046794560958,-0.001789099999999877,0.07852468955054809,0.010590551358065142
127,243,178,1,1,6.920741367984254,6.783175951479768,-0.00106670000000042,0.08472014241491997,0.010430470395433216
128,262,180,1,1,6.882797292102684,6.708707879796686,0.0,0.08869496648917756,0.011295884214037427
129,248,179,1,1,7.4479681088586975,7.095582700575403,-0.0007729499999999945,0.09956519084365148,0.012844667663995479
130,247,177,1,1,6.7827560123496164,6.684508333701185,-0.00098565000000006,0.07859026984898342,0.010504257921051944
131,251,179,1,1,6.863834077830873,6.667707262964402,0.0009231499999997617,0.09196104654294576,0.010795891388183805
132,246,178,1,1,7.02382604395181,6.8053387557986404,0.0,0.08759131031080891,0.011434951850843074
133,257,180,1,1,6.721706322714162,6.645462995998971,-0.010402249999999835,0.10130935301598443,0.013100827006028522
134,248,178,1,1,6.778019396012075,6.668255137888311,-0.003701200000000071,0.09657511953779284,0.010511097718186698
135,227,180,1,1,6.785731092936043,6.648571731115264,0.0,0.0894846766728406,0.011758630194963099
136,247,179,1,1,6.900448112599251,6.731683116368312,0.0,0.09693353830733142,0.012505604626063574
137,241,177,1,1,6.808218699829887,6.661352216346991,0.005820750000000263,0.09792363648775008,0.01139064063453119
138,242,179,1,1,6.904703053755727,6.80624040766364,0.001758999999999844,0.07527445132287107,0.010573047992691284
139,240,177,1,1,6.929822178198234,6.780159739236417,0.0018253000000001407,0.11208248581278854,0.012365000387308098
140,241,179,1,1,6.717408019939732,6.594282928726562,0.0,0.0794484236876137,0.01061676790511774
141,245,177,1,1,7.1540431942686435,6.872087417357479,0.0,0.0885586132518466,0.011823670682589752
142,251,180,1,1,6.792424073879525,6.751951899973031,0.0008802499999998048,0.08566635264614682,0.011481065091806488
143,238,177,1,1,6.73522253812412,6.642280851984951,0.0,0.061996850307933934,0.009753630836148608
144,243,180,1,1,6.965705443052224,6.758737286345963,0.0016865500000000644,0.09974067279688621,0.011990729228190866
145,240,179,1,1,6.72892735357777,6.631357640677655,-0.01026769999999999,0.08989766070946428,0.01178773516850883
146,246,177,1,1,6.92012545574407,6.741865227281366,-0.0008229999999995741,0.12111010510977664,0.010755818243720735
147,251,178,1,1,6.984986038372069,6.835507354249216,0.0010714499999999738,0.12673472472810277,0.013527534467245776
148,246,177,1,1,6.732923407450482,6.607303164011199,0.002719849999999635,0.10103400269130554,0.01178634970954389
149,243,179,1,1,6.763801891812086,6.649412280551584,0.001969349999999981,0.10119768686917967,0.011534932369648952
150,242,178,1,1,6.796724086800108,6.670106203702986,0.003685449999999868,0.1102250098247236,0.01204294528361491
151,249,176,1,1,6.826034123708078,6.70526405198015,-0.003633950000000219,0.10702976698317988,0.013067877336064355
152,236,178,1,1,6.950550529804531,6.801737922111217,0.0020079499999998696,0.09621850197218317,0.01243291050220794
153,249,180,1,1,6.819353048687029,6.674966005242541,0.0009703500000002308,0.09089875117768104,0.011117050187587213
154,236,178,1,1,6.716005079715826,6.630146504403705,0.0019159499999998886,0.0889376684511045,0.011129534906076917
155,239,180,1,1,7.51638753264295,7.2663896335427385,-0.0007377000000001743,0.11156734969714145,0.013411228273774178
156,243,177,1,1,6.974213742232431,6.69565954038004,0.0008516000000002855,0.10442272338940155,0.014187798632472819
157,241,179,1,1,6.768925089032222,6.646794209666011,0.005600949999999827,0.09477075280376104,0.010581128948594573
158,243,178,1,1,6.611519519583874,6.605950133670187,0.0009961000000000553,0.07504801793563141,0.010498883154456178
159,233,180,1,1,6.980280811714585,6.82879372846997,0.0,0.1075318225392044,0.011766322135248067
160,240,178,1,1,6.919067392766286,6.722561466486036,-0.003699300000000072,0.09521640026692,0.0106138895179889
161,238,170,1,1,6.680898018836896,6.6657413299904595,0.0010003999999996793,0.09763041584279486,0.011985519567969135
162,236,166,1,1,6.719056388625561,6.618046013891913,-0.0036650000000002514,0.08954137527959118,0.011329449408058603
163,242,176,1,1,6.719105003279401,6.527885115741929,0.004704450000000193,0.09137074034766302,0.009977723141098401
164,240,178,1,1,7.246316709325844,6.8911992142552965,0.0009841999999999906,0.11804011400034264,0.014436211315297915
165,235,176,1,1,6.758325580557265,6.605596791309012,0.0009298000000002027,0.08631575611067893,0.009913986477620465
166,233,179,1,1,6.68297426732088,6.581123154468921,-0.004792200000000246,0.0933039128603158,0.010812349443110318
167,235,177,1,1,6.886525968001074,6.713791138329212,-0.0007710499999999954,0.09874785117126107,0.012243229114723557
168,230,176,1,1,6.658995055880606,6.605309458829367,0.0009083500000000022,0.07274169398603741,0.010604455057790438
169,247,177,1,1,6.675146399263716,6.517979811159656,0.0009480000000001709,0.08630272341352488,0.01146740048361304
170,244,176,1,1,6.804825770705134,6.663142254021701,-0.0018501500000001059,0.10309386095689493,0.01198721236650831
171,252,177,1,1,6.725347223546532,6.624319912499673,0.0,0.08004924578179275,0.010017799264493536
172,231,176,1,1,6.935409426705947,6.689150217901242,0.0010704999999999742,0.09507907080227264,0.011600867311496248
173,239,178,1,1,6.963171700654335,6.744436165507284,0.0,0.09018425010995976,0.011601184393047907
174,241,176,1,1,6.7717646283419715,6.638574907671128,-0.002913949999999943,0.10135225760070252,0.012643494520082963
175,246,179,1,1,6.823817298647054,6.630606042997229,0.0,0.09592866046935963,0.010816742104628314
176,238,176,1,1,6.8993561470876,6.764242361598545,-0.0011897000000002933,0.0983359865672973,0.012561049833492108
177,253,179,1,1,6.9929047744800865,6.783500597050396,-0.0010018499999997488,0.11498601743358944,0.010938469123857037
178,235,177,1,1,6.773285977792717,6.599844622609214,-0.0037255499999999664,0.09978143924096065,0.011760259614949203
179,237,175,1,1,6.646944626772223,6.602784800274986,-0.0009484500000001006,0.08244622241948428,0.010735272988461388
180,241,177,1,1,6.6631626642236075,6.511001928856723,0.007663699999999718,0.09479914290128014,0.01254288887910797
181,257,176,1,1,7.041133419773066,6.830107253294987,-0.0009498500000004739,0.12321904925120783,0.013039487908369268
182,252,175,3,1,12.810955843675892,11.387595949583142,0.0,0.24303033130054108,0.047594254446068615
183,241,177,1,1,6.678720192754964,6.571918752275528,0.001987500000000253,0.08283566742916255,0.010900552691052034
184,241,179,1,1,6.993338298305854,6.812716190463121,-0.0009980499999997505,0.11124514803655272,0.013107184392484447
185,243,177,1,1,6.782704863275731,6.591038185509731,-0.0018010000000003856,0.0848255494319822,0.01073152483416718
186,239,175,1,1,6.79071905508636,6.700242699947575,0.0,0.09847848265432678,0.012119741141530005
187,236,175,1,1,6.712995406724318,6.580303913818513,0.001802450000000455,0.08816707825746892,0.010993023412127541
188,243,175,1,1,6.767198547984965,6.646459456484758,-0.0018816000000003719,0.10820478342134433,0.011357072297093151
189,249,175,1,1,6.790414438397235,6.625326529134144,-0.000974699999999995,0.09060900692553901,0.011085901188797981
190,247,178,1,1,6.754991504605808,6.6456769176329,-0.0010285000000003208,0.08096333924566061,0.010317119639740914
191,254,175,1,1,6.8724456612749085,6.594438493821803,0.0,0.09048623043209703,0.011824264274476396
192,245,176,1,1,6.739967373915241,6.6374457340008135,0.0010433499999997764,0.08799692886708659,0.012341109719219185
193,261,178,1,1,6.749285191147372,6.633464696174773,0.0008635500000000462,0.09116728722183023,0.011708298527242445
194,252,176,1,1,6.662718800713241,6.594644261628087,0.0018844000000002303,0.08262069458136505,0.010454975072469484
195,253,179,1,1,6.75905904469785,6.6282811669415445,0.00479845000000001,0.08801770311403273,0.011003644491101049
196,232,177,1,1,6.839009965761809,6.638092320015476,-0.003651599999999977,0.10000897621784044,0.011020855240922939
197,246,178,1,1,6.679859200139795,6.576419681185892,0.005798799999999993,0.09629782542069885,0.011863384241734009
198,247,175,1,1,6.720176933156649,6.5274713191752545,0.0,0.0844345601303925,0.01149424856102702
199,227,175,1,1,6.633254326421172,6.4975627353256105,-0.0008874000000003157,0.07572815199940054,0.010495445193988382
200,239,178,1,1,6.646129593903845,6.55942234991514,0.0,0.09360350223241304,0.011768692915038615
201,245,178,1,1,6.806899640303387,6.620310542362922,-0.0008883500000003153,0.08963733152437497,0.010987705493627707
202,243,174,1,1,6.731521626588155,6.586427556235651,0.004816050000000516,0.07191231563289321,0.01012242026386658
203,236,175,1,1,6.8472181533976055,6.7029435835160855,0.0,0.08061151323794416,0.011678735065500295
204,241,175,1,1,6.930533606084239,6.754682294845699,-0.002028049999999837,0.10975375680261544,0.013258570100942285
205,252,177,1,1,6.7235498874879465,6.637049343376415,-0.0009546500000001679,0.07793886600070862,0.010548570517251625
206,237,174,1,1,6.560164012539024,6.478062391181256,0.0,0.07883874070553874,0.01013064536163833
207,249,175,1,1,6.821575047017528,6.6995379355777995,-0.0017523999999999873,0.10013842497717446,0.011248066996210442
208,236,176,1,1,7.003146103426681,6.773987198697261,0.0009484000000004045,0.09866262247471494,0.011828358279015988
209,236,176,1,1,6.750780811605326,6.624842336160926,0.0019783999999996027,0.0915800570635282,0.011370698445279307
210,243,175,1,1,6.657419376701119,6.537515747679402,0.0018639000000004735,0.08048158122864835,0.009874158390889478
211,248,176,1,1,6.756380485359039,6.581552930339141,0.0010099499999998152,0.09784076193948141,0.012477642951758289
212,250,177,1,1,7.271364310225753,6.963374756110968,-0.0009350500000002704,0.10583439020976905,0.013247338165169441
213,243,177,1,1,6.775821556757921,6.665832181408754,-0.0020532499999998954,0.10773009833732045,0.012686009824099035
214,249,175,1,1,6.770818270296094,6.624249388999341,-0.0010362000000001537,0.1095816129014971,0.013970845840806849
215,232,176,1,1,6.5915520021581635,6.513061458526282,-0.0018691999999997932,0.08434303279492254,0.010294997465551313
216,238,175,1,1,6.724132654960407,6.619248635408835,0.0,0.11160982476552284,0.013816696734588733
217,234,177,1,1,6.613533426981493,6.516684354659205,0.009573899999999469,0.08248427337238358,0.011563231415817523
218,235,174,1,1,6.712689037897947,6.545118927650233,0.0,0.08419645091743043,0.010944251207324443
219,230,175,1,1,6.730417581451789,6.582264802538829,0.0,0.10887439021476583,0.012924392215141503
220,245,176,1,1,6.647880988011355,6.520268501394111,0.0018234000000001416,0.08205200020381197,0.010736800333915664
221,236,177,1,1,6.964426555053757,6.746049388325929,-0.000994699999999682,0.11320834652073739,0.012886834723870316
222,238,176,1,1,7.068020941597773,6.856158652169287,0.0,0.10608273980117333,0.012589695596582188
223,242,176,1,1,6.627400671333817,6.4543454561502385,-0.009662200000000176,0.08314275270775731,0.010788729009964438
224,246,177,1,1,6.8487177775466686,6.688224118429154,0.0,0.09763699488220928,0.011362228118393509
225,235,176,1,1,6.802340926695144,6.678082108307668,0.0009846499999994762,0.08004023242168797,0.010147098913940538
226,235,177,1,1,6.585293469768462,6.518216628044412,-0.003782750000000057,0.06781463238837668,0.009990676934635128
227,249,175,1,1,6.529508935076257,6.448863467500633,-0.0009393500000003385,0.08390533516493137,0.010096356583011003
228,239,175,1,1,6.741929866356195,6.616470676361612,0.0,0.0980200320299417,0.012335367651578133
229,242,175,1,1,6.84229528453516,6.602836555540254,0.003791800000000123,0.10355546882264206,0.013264922684214671
230,237,174,1,1,6.669742218435308,6.4929701319510515,0.0010729000000004874,0.08718814164448391,0.012485905043161905
231,243,176,1,1,6.627871351987654,6.47955928176462,0.0010314000000000156,0.09412273615463167,0.01122566791884473
232,248,173,1,1,6.744708946552379,6.557145786114153,0.0010967000000001725,0.09520936045187575,0.011857862576547293
233,242,173,1,1,6.57722400084722,6.560559674361269,-0.0009698500000001609,0.08097633493023966,0.010557615836709564
234,241,174,1,1,6.62589984027005,6.551770656880164,-0.0010323500000000152,0.08339337588216363,0.011274420614849552
235,243,173,1,1,6.597569548105126,6.496694078929309,0.0009226500000001359,0.07123051414130317,0.009989545092122938
236,245,176,1,1,6.625599253924834,6.513123247119316,0.0008921499999998694,0.08329377382512479,0.011715196378488479
237,232,175,1,1,6.641181537309322,6.568523622629633,0.0019817500000001154,0.0918000828938632,0.012526906791344227
238,238,176,1,1,6.746255730231201,6.617549615592554,0.0009331499999998272,0.09363517076701729,0.011547134753184238
239,230,175,1,1,6.551071211319625,6.41890469043186,0.007650399999999724,0.08795245634650468,0.011467980320053651
240,250,177,1,1,6.618068340501785,6.504074936178201,0.0009112500000001411,0.08075473504983649,0.010406232456738924
241,254,176,1,1,6.601222276397014,6.530599771746221,0.0027232000000001477,0.08493069694116552,0.010062127355680793
242,235,174,1,1,7.259890542079326,7.006067822317194,-0.0017113499999998893,0.09577460723638688,0.012689126377525934
243,240,176,1,1,6.738594854841001,6.5540855633741675,0.0026898500000003267,0.08089989246692134,0.010359269953129637
244,239,175,1,1,6.673996358653053,6.48396626746128,-0.0018696999999998631,0.10234177886056527,0.012618479133049256
245,250,176,1,1,7.432006649899792,7.15255783374516,0.0010209000000003243,0.10017715664059923,0.014964706691446646
246,242,175,1,1,6.786358752439346,6.634470797091883,0.0019874500000001127,0.09424749504862422,0.012756266827134296
247,229,174,1,1,6.699049795968456,6.542259369541908,0.0,0.09527104519519755,0.012048816728660719
248,248,175,1,1,6.726562713881853,6.60787283892983,-0.0019264000000003279,0.11771770966272754,0.013930725257030577
249,238,176,1,1,6.770059499751026,6.587195148401306,0.0009661000000003028,0.10103838580310578,0.012453259090535334
250,249,175,1,1,6.540122123598262,6.410093190990638,-0.0009250499999997608,0.06799995579900478,0.010159779006950715
251,236,174,1,1,6.61361639818121,6.527214923629094,0.002747049999999973,0.10022242711368584,0.01225244260317136
252,244,177,1,1,6.669940218292606,6.553602829687324,-0.0009885000000000588,0.10950545284949013,0.012701581569972501
253,236,175,1,1,6.7624401725067,6.610394354822267,0.0,0.10205759842340441,0.011836452009136378
254,237,176,1,1,6.6909789063406055,6.449023571010926,-0.00288540000000026,0.09270341184030255,0.012015487869312702
255,235,174,1,1,6.64089882940805,6.549860034193412,0.0037565000000006066,0.10984472643061433,0.012419168931516216
256,245,174,1,1,6.840866972884228,6.731629378378178,0.00184059999999997,0.10608664315981756,0.012474894449607329
257,234,172,1,1,6.720833565322918,6.569469013612271,0.0,0.09728224361085688,0.012038022076687629
258,243,173,1,1,6.6939098399397015,6.580045431702921,0.002018450000000449,0.0988802218373789,0.0123792056399255
259,250,173,1,1,6.531279828359861,6.480306700734427,0.0010481000000002183,0.08741194913063621,0.01144760955249888
260,253,174,1,1,6.861814984210891,6.641395064393495,0.0,0.11756644637404454,0.013605318406601502
261,229,172,1,1,6.6544915321744345,6.555428857313126,-0.0019506999999996388,0.09519473991465618,0.011799667788441864
262,244,175,1,1,6.905109361524804,6.671705171809056,0.0010771500000004153,0.12840035040452252,0.015770701554138854
263,241,175,1,1,6.901170137098896,6.598326814204688,0.0,0.11602080080317795,0.012734493177131274
264,232,173,1,1,6.61406460355032,6.48586191843438,0.0009756000000002985,0.11131010033250736,0.013282533811185165
265,238,175,1,1,6.708225352438836,6.447081556294514,0.0,0.09459114325274932,0.011564864860163488
266,233,174,1,1,6.774688478883409,6.595315367143884,0.0,0.11345264495688787,0.01289703435654898
267,243,175,1,1,6.73293291138819,6.611792806308868,0.0,0.09112927049322457,0.011754580447490262
268,239,175,1,1,6.713570811484287,6.542079137106867,0.0008034500000002609,0.10612839164510955,0.012786735669210257
269,240,175,1,1,6.993089522851276,6.827467495325347,0.0,0.15088425557159332,0.016090679332128283
270,236,173,1,1,6.619991130169089,6.491888802927654,-0.003827549999999569,0.11387659499571771,0.01417549865863662
271,243,173,1,1,6.559756572438367,6.457786580840754,-0.0019354999999996458,0.10763725648792993,0.011877410650362434
272,239,175,1,1,6.545371984082968,6.475352198313853,0.0,0.09024982378494886,0.012361145618827743
273,235,173,1,1,6.573235073211933,6.468125092525375,0.0010604999999999087,0.1250817153085548,0.012319613398833987
274,234,175,1,1,6.6172965944173505,6.471593823497983,-0.0028862999999996752,0.10209381588182011,0.013689248055801758
275,237,173,1,1,6.782110755784647,6.632034760741095,0.0,0.09200941581686138,0.011278608844963067
276,248,173,1,1,6.625502622773578,6.5081123011486826,-0.0048698999999996495,0.09606031288826031,0.012201752161558844
277,243,172,1,1,6.523559231812657,6.363632190872385,-0.003922400000000437,0.09115484559229751,0.012775183315376666
278,235,172,3,1,9.072925313380878,8.266769785998907,0.0006579999999996033,0.16736489684979186,0.02733022229093192
279,239,173,1,1,7.138282607780052,6.85952744637839,-0.0017776000000000458,0.13307706311534476,0.016014311185038196
280,229,173,1,1,6.797278684751253,6.505737445523007,0.0009064500000004472,0.10887793033551836,0.012642527535669553
281,236,173,1,1,6.702952741548632,6.454710143139044,0.0027575500000001085,0.0846762124062125,0.011845736331843788
282,235,175,1,1,6.515566074297324,6.41868721451276,0.0009641500000001635,0.07054719765455021,0.009697004477154972
283,242,171,1,1,6.597048712517839,6.404803595827563,0.002696550000000464,0.09708194589513265,0.011947472100821902
284,234,175,1,1,6.532914809034543,6.402383965207315,0.001812049999999843,0.08889494521794748,0.012392806005920094
285,232,174,1,1,6.50563817825134,6.342583717281841,0.0,0.09280197740419859,0.011920066892895672
286,235,174,1,1,6.823712405191777,6.585793719310196,0.0,0.11099317478263684,0.014106912717166457
287,240,174,1,1,6.809622113771489,6.618418366553782,0.00199360000000004,0.11830725904142074,0.013349115356155565
288,226,172,1,1,6.541553696205401,6.511149135660338,-0.0018868499999999955,0.08132685241219435,0.010834875885364326
289,226,174,1,1,6.631061736319735,6.447630868224846,0.002915349999999428,0.09433889982321192,0.010960960639251506
290,237,172,1,1,6.714618772626716,6.508312641844185,0.001919250000000261,0.08615589204232986,0.010521679819356115
291,239,173,1,1,6.6955083173670085,6.4943248944731105,0.0029192000000000107,0.08413484530122964,0.010957676160728052
292,243,173,1,1,6.546470171739951,6.405275822384069,-0.009600600000000181,0.07850377615282307,0.01117833611055647
293,228,172,1,1,6.579191659262418,6.390645029242624,0.0,0.06987452742059064,0.009681222049761812
294,228,174,1,1,6.477700381574838,6.297185316404296,-0.003911000000000442,0.10859401319727549,0.012084851832573625
295,234,173,1,1,6.83147693109321,6.663614142274124,0.0009798999999999225,0.08804256971876741,0.011168312403145746
296,234,174,1,1,6.588336635935457,6.4647767514474985,-0.0038237500000000146,0.09578953213290083,0.012160946159117928
297,228,173,1,1,6.616540940953322,6.425150868222751,0.004067899999999902,0.09594474705023001,0.012084255726133229
298,237,174,1,1,6.630002646744443,6.46622803180539,0.0,0.08205974714597147,0.010520429207361228
299,234,172,1,1,6.660298818246639,6.522812390415582,0.0,0.08945927773208491,0.010872023063047454
300,233,174,1,1,6.513796808301457,6.327552692620192,0.0038604500000003483,0.09757933574965028,0.010688936235824877
301,234,172,1,1,6.584239043492224,6.503636110725578,-0.0009712999999997862,0.10003743225155325,0.01146046332683337
302,245,171,1,1,6.42947431874363,6.328472562539371,0.0038085000000003255,0.08358973660416617,0.009961304500632604
303,233,173,1,1,6.404014512433147,6.333672031692825,0.002881100000000192,0.06534007022758549,0.008379564851027326
304,234,174,1,1,6.56858365662516,6.4512022614251245,0.002812399999999826,0.08909245465721068,0.010881684824151526
305,233,171,1,1,6.56562412366392,6.41166676524352,0.002819049999999823,0.08870119725920553,0.010115096695862066
306,229,173,1,1,6.425888488882018,6.3762161860197235,0.0038762499999998035,0.0799088736649432,0.01018002527982279
307,235,173,1,1,6.4743341466953,6.311588717380978,0.0009460499999995875,0.07865727324140191,0.009144705171881614
308,241,173,1,1,6.730390744596536,6.619936410711587,0.0,0.10014025329515197,0.011970186776406282
309,242,171,1,1,6.691119383528619,6.402572559746645,-0.000983249999999991,0.07470609821459315,0.010885602709467182
310,241,175,1,1,6.4837037473323145,6.361319127697155,0.0,0.07322670510224137,0.010267984948893456
311,248,175,1,1,6.673911428698576,6.524135508916254,0.0,0.08006776983274996,0.011004103193136881
312,239,171,1,1,6.481435050554847,6.364159144764553,0.0019049999999998235,0.06998777615717498,0.009703616804599243
313,232,172,1,1,6.7253078390495205,6.514589751726346,-0.0028839000000000503,0.11238576440565926,0.013780945620817326
314,228,174,1,1,6.605398818358289,6.550645569452603,-0.0011482499999999618,0.10301388575028947,0.011670707548601963
315,231,172,1,1,6.540698141392883,6.46450136821159,-0.004919999999999813,0.08875030926391174,0.011388213046745973
316,241,174,1,1,6.75854658839487,6.64376850482544,-0.0009513000000000993,0.12490547061532567,0.014102501487750914
317,244,173,1,1,6.478220404592473,6.339068531556157,0.002040350000000579,0.09745802929493412,0.012249838469029975
318,232,170,1,1,6.409672339488482,6.310422951390652,0.0,0.11426003078661642,0.013116146735042102
319,221,171,1,1,6.561956550898716,6.4086993094919125,-0.000904550000000448,0.12581470169939463,0.015838062052608327
320,226,171,1,1,6.586829559862796,6.3951668389695655,0.0,0.11977536464265241,0.012813665294132508
321,221,173,2,1,7.328218918296782,7.075094269040502,0.0027065500000000853,0.13077053624324275,0.017031804615333244
322,244,173,1,1,6.59124901906038,6.534724320671577,0.0,0.10964539182242154,0.013622129848632033
323,231,169,1,1,6.488966447427622,6.362666012028016,0.0010814500000000393,0.11199173869007216,0.013200200182489566
324,242,170,1,1,6.574908529199643,6.416397454680525,0.0,0.11169253470201104,0.014088895475925532
325,227,171,1,1,6.526003569521334,6.36903836627965,-0.0009441499999995884,0.08957265858639069,0.012284079941283938
326,244,171,3,1,10.975471024306074,9.532962042781872,0.0,0.22554083595823476,0.04127321662805164
327,228,170,1,1,6.618806144512278,6.46079997094753,0.0,0.10288989240410494,0.013351115975374353
328,228,171,1,1,6.618887003864922,6.47018071539355,-0.0011300999999996897,0.09238347747175378,0.012956861566603315
329,232,171,1,1,6.526718483629253,6.418160256509182,0.0009360499999999661,0.09514464403155948,0.013259679899675232
330,237,170,1,1,6.497112859526632,6.335545588136405,-0.002080899999999719,0.10269059561104077,0.011910805615096285
331,233,171,1,1,6.556231932692809,6.474603903717451,0.0038471500000003545,0.10443103464895774,0.010990090886403297
332,231,171,1,1,6.516253454908309,6.367271775603513,0.0,0.07418912844599371,0.011190783630457212
333,244,171,1,1,6.612567278802226,6.461575859998417,0.0,0.09560435319036485,0.011779795069589438
334,231,173,1,1,6.719792919435351,6.5392896184860145,0.00404500000000052,0.09350688096017944,0.011923464667985672
335,233,171,1,1,6.466087354884559,6.3564173403334845,0.0009355499999998962,0.09041175765312934,0.01211014282650577
336,243,172,1,1,6.522510384192437,6.389621845468367,0.012182749999999576,0.09823513554576352,0.013148809707773962
337,233,172,1,1,6.646984243138203,6.507464103591783,0.0038972500000000743,0.10253074364993615,0.013854654469679786
338,232,173,1,1,6.466590658831526,6.32477185904101,0.00974750000000002,0.07693929660366548,0.011062532336234715
339,234,173,1,1,6.63186975098122,6.4150104796172345,0.001998450000000318,0.08869500884355526,0.01156335434403888
340,233,170,1,1,6.509918374658282,6.233012887512601,0.012862199999999824,0.09492120120184293,0.013303252346794732
341,235,172,1,1,6.4155530512962535,6.319995844304394,-0.00288440000000012,0.09934876286008933,0.011833078647315707
342,232,172,1,1,6.4971515854278445,6.335920987841909,0.007854000000000472,0.11831015880337706,0.013010329480904909
343,236,173,1,1,6.379744478076104,6.28703705275083,0.0010175500000002557,0.08208197937841279,0.011174437951240672
344,232,172,1,1,6.409335257830167,6.22995240440222,0.0019756000000006324,0.0931421536414305,0.010580588631151064
345,235,172,1,1,6.403281797956975,6.270260711763905,-0.0010160999999997422,0.08257698642959518,0.011218406278581668
346,223,172,1,1,6.590610952824538,6.499540334355701,-0.000992300000000057,0.11147667020637324,0.013808048630918153
347,233,171,1,1,6.5716853528570915,6.407608105300043,0.0,0.09560511010747669,0.011567143196370025
348,236,170,1,1,6.468690263982637,6.364977270754429,0.0010166499999999523,0.10448457505493365,0.010984077126390665
349,230,172,1,1,6.590927930614839,6.408793183579547,0.0009861000000004339,0.1043511172963021,0.013317346254001907
350,226,169,1,1,6.537315683668735,6.410108039108197,0.0,0.09756699599620682,0.012002522475844692
351,235,170,1,1,6.436128242044968,6.315364995449473,0.0,0.07633620160413469,0.010275192858282862
352,239,173,1,1,6.436293800742998,6.381969794609101,-0.00391480000000044,0.08276395678459547,0.010873385798455183
353,238,171,1,1,6.66869539809082,6.466143685363781,0.0009517499999995849,0.09126599955794344,0.012760824486629577
354,243,175,1,1,6.687443938042441,6.50886169673598,0.0,0.11957284530198435,0.014359239365030911
355,240,171,1,1,6.566304052040669,6.392826656068215,0.0019535999999997777,0.09776925222973017,0.01359035019036293
356,231,171,1,1,6.468175610298495,6.319551556662493,0.0038194499999999465,0.09172636406852358,0.011686038267839899
357,233,174,1,1,6.518004922068788,6.376796929942116,0.000981349999999992,0.0935838366324275,0.01149410299550651
358,240,174,1,1,6.604807877083738,6.478684428697971,0.0020065499999999403,0.10435027156912113,0.011465251352165197
359,230,175,1,1,6.44989632542916,6.375140621891241,0.0,0.08580033359106981,0.010577057660461964
360,233,172,1,1,6.570014509516863,6.385013728615249,0.001921149999999816,0.09109480958124401,0.011496770852971846
361,224,174,1,1,6.943932598068374,6.735123196020879,0.0016994499999998247,0.09730392325593873,0.012532694754337074
362,236,174,1,1,6.769825135912885,6.582904184941571,0.0010294999999995724,0.09657642414024425,0.01140128977384759
363,235,174,1,1,6.484613034333588,6.383470149438192,0.0009646500000002334,0.09047310594629197,0.012721483556262828
