cross_bin,share_feature,outcome_col,n_rows,n_groups,var_treatment,r2_y_nuisance,r2_t_nuisance,skip_reason,share_q01,share_q50,share_q99,support_width_1_99,bootstrap_success,effect_per_1pp,effect_per_5pp,ci_low,ci_high,p_value,q_value,abs_effect_per_1pp,soc_bin,rate_bin,temp_bin,cross_label
53,share_53,y_ir_rise_h,98893,173,1.0296919275536225e-06,0.20990618503757896,0.02150066090548919,,0.0,0.0,0.0,0.0,400,0.0048706166315493175,0.02435308315774659,-0.026197660263153875,0.02855290542001995,0.76,0.8642857142857143,0.0048706166315493175,3,3,3,s3_r3_t3
44,share_44,y_ir_rise_h,98893,173,0.0018133950361615089,0.20990618503757896,0.4080274174363039,,0.0,0.0,0.22610366344451904,0.22610366344451904,400,-0.00010034594618632503,-0.0005017297309316251,-0.0006058309509497347,0.0004683245533706174,0.77,0.8642857142857143,0.00010034594618632503,3,1,4,s3_r1_t4
1,share_01,y_ir_rise_h,98893,173,5.513808047149189e-10,0.20990618503757896,0.18538859597523238,,0.0,0.0,0.00010692518844734877,0.00010692518844734877,400,-0.07151817694704163,-0.35759088473520817,-1.2627123716755584,1.1230673067546317,0.805,0.8831730769230769,0.07151817694704163,1,1,1,s1_r1_t1
21,share_21,y_ir_rise_h,98893,173,0.00026104338786467823,0.20990618503757896,-0.10052127267518407,,0.0,0.0,0.003321596886962652,0.003321596886962652,400,-0.0009900205521279955,-0.004950102760639978,-0.0030826805543705494,0.00515563346517695,0.835,0.8831730769230769,0.0009900205521279955,2,1,1,s2_r1_t1
35,share_35,y_ir_rise_h,98893,173,0.009227838243908191,0.20990618503757896,0.36463667936826427,,0.0,0.001741250278428197,0.48689520359039307,0.48689520359039307,400,-1.9473405252506457e-05,-9.736702626253229e-05,-0.0003667118443862934,0.0003227343297978194,0.82,0.8831730769230769,1.9473405252506457e-05,2,3,5,s2_r3_t5
3,share_03,y_ir_rise_h,98893,173,1.0154357260913652e-09,0.20990618503757896,0.0973160132639539,,0.0,0.0,0.00011592697293963286,0.00011592697293963286,400,0.004131484074160344,0.020657420370801722,-0.7039104406844318,0.7058290426632485,0.865,0.8976415094339624,0.004131484074160344,1,1,3,s1_r1_t3
28,share_28,y_ir_rise_h,98893,173,0.0019640595094969045,0.20990618503757896,0.19675332952602842,,0.0,0.00011447448196122423,0.16437329888343813,0.16437329888343813,400,2.2592237682970365e-05,0.00011296118841485183,-0.0006528469732612438,0.0006710254803558369,0.935,0.952314814814815,2.2592237682970365e-05,2,2,3,s2_r2_t3
26,share_26,y_ir_rise_h,98893,173,0.0006042916262714778,0.20990618503757896,0.26592612381151026,,0.0,0.0,0.1482391357421875,0.1482391357421875,400,5.0048027645513184e-05,0.00025024013822756594,-0.0009829008489613746,0.0010805615583762576,0.99,0.9900000000000001,5.0048027645513184e-05,2,2,1,s2_r2_t1
56,share_56,y_ir_rise_h,98893,173,0.0,0.20990618503757896,1.0,low_treatment_variance,0.0,0.0,0.0,0.0,0,,,,,,,,3,4,1,s3_r4_t1
57,share_57,y_ir_rise_h,98893,173,0.0,0.20990618503757896,1.0,low_treatment_variance,0.0,0.0,0.0,0.0,0,,,,,,,,3,4,2,s3_r4_t2
58,share_58,y_ir_rise_h,98893,173,0.0,0.20990618503757896,1.0,low_treatment_variance,0.0,0.0,0.0,0.0,0,,,,,,,,3,4,3,s3_r4_t3
59,share_59,y_ir_rise_h,98893,173,0.0,0.20990618503757896,1.0,low_treatment_variance,0.0,0.0,0.0,0.0,0,,,,,,,,3,4,4,s3_r4_t4
60,share_60,y_ir_rise_h,98893,173,0.0,0.20990618503757896,1.0,low_treatment_variance,0.0,0.0,0.0,0.0,0,,,,,,,,3,4,5,s3_r4_t5
