compare_to,delta_r2,delta_multiple_r,mae_improve_pct,rmse_improve_pct
policy_only,0.596948804937333,0.6534507636788931,0.39907190463817643,0.37327618964066145
discharge_only,0.010385226065818043,0.006655797120761364,0.013452448841895098,0.013182158359692255
