score,train_r2,valid_r2,train_mae,valid_mae,train_rmse,valid_rmse,r2_gap_train_minus_valid,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_features,max_depth,criterion,bootstrap,random_state,n_jobs,trial
0.8621924179844669,0.976240718667786,0.8621924179844669,0.004973653738414908,0.014511659713040642,0.008380598921778972,0.01957148963914326,0.11404830068331906,100,10,3,0.85,0.3,24,squared_error,True,20260318,1,4
0.8607827673111383,0.9785908995422192,0.8607827673111383,0.005026067934899402,0.014606093480642698,0.007955319322702544,0.01967133454236747,0.11780813223108089,150,10,1,0.85,0.4,20,squared_error,True,20260318,1,3
0.8604215116879406,0.9685674377833279,0.8604215116879406,0.006031477295849016,0.014587549630441236,0.009639362186523854,0.01969684063797332,0.10814592609538731,200,5,4,0.7,0.4,18,squared_error,True,20260318,1,8
0.8577620022747489,0.9636089684213752,0.8577620022747489,0.006675038777651235,0.014743019113332641,0.010371834782056373,0.019883605640063754,0.10584696614662636,100,20,3,,0.5,16,squared_error,True,20260318,1,1
0.8567028186548296,0.9624812278673924,0.8567028186548296,0.0071176231849910485,0.014874955863007574,0.010531317718172443,0.019957500549230265,0.10577840921256287,150,2,2,,0.5,14,squared_error,True,20260318,1,6
0.8555753186075035,0.9722514097364638,0.8555753186075035,0.005664605775855353,0.014769674037857072,0.009056885322644852,0.020035862149948076,0.11667609112896038,100,2,3,0.85,sqrt,24,squared_error,True,20260318,1,7
0.8505920669314304,0.944223477517912,0.8505920669314304,0.00898310561190716,0.015271694821418417,0.01284056470175037,0.02037859108050796,0.09363141058648161,150,2,1,,0.4,12,squared_error,True,20260318,1,2
0.8309230958058922,0.916222967814798,0.8309230958058922,0.011080972895039043,0.016248276256992735,0.01573696186387506,0.021678512019986787,0.08529987200890576,100,10,4,,sqrt,12,squared_error,True,20260318,1,5
