n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,bootstrap,max_samples,criterion,n_jobs,train_r2,valid_r2,train_rmse,valid_rmse,train_mae,valid_mae
1000,18,1,2,0.25,True,0.85,squared_error,1,0.8356057126011027,0.525490401812529,0.020787805861960225,0.03395920712986083,0.012763803868670287,0.024478707903998347
800,18,1,2,0.3,True,0.85,squared_error,1,0.8379798325985492,0.525222400476304,0.020637155166743755,0.03396879579594516,0.012652711544059095,0.024457617983501774
1000,18,1,2,0.3,True,0.85,squared_error,1,0.8380598037653384,0.525189158631161,0.020632061414817226,0.03396998494817792,0.012644834760526396,0.024456147777910334
